dataset,model_family,seed,depth,setting,constraint,method,n_subgroups,valid_gap,cost_l1_gap,regret_gap,route_accuracy_gap
adult,tree,7,3,exemplar_mismatch,r2_realistic,learned_alpha,2,0.0,0.0561979759503779,0.04508728842416598,0.6666666666666666
adult,tree,7,3,exemplar_mismatch,r2_realistic,learned_router,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,exemplar_mismatch,r2_realistic,learned_router_no_geometry,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,exemplar_mismatch,r2_realistic,learned_router_no_shift,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,exemplar_mismatch,r2_realistic,nn_positive_train,2,0.0,0.25793370489997525,0.2975050637994068,
adult,tree,7,3,exemplar_mismatch,r2_realistic,projection_only,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,exemplar_mismatch,r2_realistic,rule_router,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,exemplar_mismatch,r2_realistic,safe_router,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,exemplar_mismatch,r2_realistic,utility_router,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,exemplar_mismatch,r2_realistic,utility_router_guarded,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,exemplar_mismatch,r2_realistic,utility_router_no_geometry,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,exemplar_mismatch,r2_realistic,utility_router_no_shift,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,cascade_exact_auto,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,exact_tree_milp,2,0.0,1.329930388038747e-09,1.1558807738115038e-09,0.0
adult,tree,7,3,in_domain,r2_realistic,fixed_blend,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,fixed_blend_no_repair,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,knn_mean_k5,2,0.0,0.7963653618090349,0.8648543998848996,
adult,tree,7,3,in_domain,r2_realistic,learned_alpha,2,0.0,0.0561979759503779,0.045087288424166025,0.6666666666666666
adult,tree,7,3,in_domain,r2_realistic,learned_router,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,learned_router_no_geometry,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,learned_router_no_shift,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,nn_positive_train,2,0.0,0.25793370489997525,0.2975050637994068,
adult,tree,7,3,in_domain,r2_realistic,projection_only,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,rule_router,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,safe_router,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,utility_router,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,utility_router_guarded,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,utility_router_no_geometry,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,7,3,in_domain,r2_realistic,utility_router_no_shift,2,0.0,0.0,0.0,0.2222222222222222
adult,tree,13,3,covariate_shift,r2_realistic,cascade_exact_auto,2,0.0,1.4162990799951098,0.0,0.0
adult,tree,13,3,covariate_shift,r2_realistic,exact_tree_milp,2,0.0,1.4162990774322473,2.219387298097886e-09,0.0
adult,tree,13,3,covariate_shift,r2_realistic,fixed_blend,2,0.0,1.4162990799951098,0.0,0.0
adult,tree,13,3,covariate_shift,r2_realistic,fixed_blend_no_repair,2,0.0,1.4162990799951098,0.0,0.0
adult,tree,13,3,covariate_shift,r2_realistic,knn_mean_k5,2,0.0,2.0083208269497232,0.6589044398554753,
adult,tree,13,3,covariate_shift,r2_realistic,learned_alpha,2,0.0,1.4123932139578876,0.004258778472386215,0.024291497975708398
adult,tree,13,3,covariate_shift,r2_realistic,learned_router,2,0.0,1.4162990799951098,0.0,0.0
adult,tree,13,3,covariate_shift,r2_realistic,learned_router_no_geometry,2,0.0,1.4162990799951098,0.0,0.0
adult,tree,13,3,covariate_shift,r2_realistic,learned_router_no_shift,2,0.0,1.4162990799951098,0.0,0.0
adult,tree,13,3,covariate_shift,r2_realistic,nn_positive_train,2,0.0,2.129975380581442,0.7708638812279736,
adult,tree,13,3,covariate_shift,r2_realistic,projection_only,2,0.0,1.4162990799951098,0.0,0.0
adult,tree,13,3,covariate_shift,r2_realistic,rule_router,2,0.0,1.4162990799951098,0.0,0.0
adult,tree,13,3,covariate_shift,r2_realistic,safe_router,2,0.04858299595141702,1.532865405191706,0.04444102124378326,0.0
adult,tree,13,3,covariate_shift,r2_realistic,utility_router,2,0.0,1.4162990799951098,0.0,0.0
adult,tree,13,3,covariate_shift,r2_realistic,utility_router_guarded,2,0.0,1.4162990799951098,0.0,0.0
adult,tree,13,3,covariate_shift,r2_realistic,utility_router_no_geometry,2,0.0,1.4162990799951098,0.0,0.0
