dataset,model_family,seed,depth,setting,constraint,method,valid,abstained,cost_l1,cost_l2,sparsity,plausibility,utility,regret,route_accuracy,runtime_sec,chosen_alpha,projection_route
bank,tree,13,3,in_domain,r2_realistic,rule_router,1.0,0.0,0.3846216521866592,0.3846216521866592,1.0,2.473559733187812,0.8056556121648311,0.0,0.05555555555555555,7.622215586404006e-06,1.0,1.0
bank,tree,13,3,in_domain,r2_realistic,safe_router,1.0,0.0,0.3846216521866592,0.3846216521866592,1.0,2.473559733187812,0.8056556121648311,0.0,0.05555555555555555,7.622215586404006e-06,1.0,1.0
bank,tree,13,3,in_domain,r2_realistic,utility_router,1.0,0.0,0.3846216521866592,0.3846216521866592,1.0,2.473559733187812,0.8056556121648311,0.0,0.05555555555555555,7.622215586404006e-06,1.0,1.0
bank,tree,13,3,in_domain,r2_realistic,utility_router_guarded,1.0,0.0,0.3846216521866592,0.3846216521866592,1.0,2.473559733187812,0.8056556121648311,0.0,0.05555555555555555,7.622215586404006e-06,1.0,1.0
bank,tree,13,3,in_domain,r2_realistic,utility_router_no_geometry,1.0,0.0,0.3846216521866592,0.3846216521866592,1.0,2.473559733187812,0.8056556121648311,0.0,0.05555555555555555,7.622215586404006e-06,1.0,1.0
bank,tree,13,3,in_domain,r2_realistic,utility_router_no_shift,1.0,0.0,0.3846216521866592,0.3846216521866592,1.0,2.473559733187812,0.8056556121648311,0.0,0.05555555555555555,7.622215586404006e-06,1.0,1.0
bank,tree,13,3,subgroup_shift,r2_realistic,cascade_exact_auto,1.0,0.0,0.3846216521866592,0.3846216521866592,1.0,2.986920479203839,0.882659724067235,0.0,0.0,0.05825939995702356,1.0,1.0
bank,tree,13,3,subgroup_shift,r2_realistic,exact_tree_milp,1.0,0.0,2.0000000335010033,1.4142135623730951,2.0,3.0889162001333026,2.5633374635209987,1.6806777394537638,0.0,0.05825939995702356,-1.0,0.0
bank,tree,13,3,subgroup_shift,r2_realistic,fixed_blend,1.0,0.0,0.3846216521866592,0.3846216521866592,1.0,2.986920479203839,0.882659724067235,0.0,0.0,6.300047971308231e-06,1.0,1.0
bank,tree,13,3,subgroup_shift,r2_realistic,fixed_blend_no_repair,1.0,0.0,0.3846216521866592,0.3846216521866592,1.0,2.986920479203839,0.882659724067235,0.0,0.0,3.500026650726795e-06,1.0,1.0
bank,tree,13,3,subgroup_shift,r2_realistic,knn_mean_k5,1.0,0.0,10.922363306973434,3.790350427494297,10.0,1.9363831376680416,11.71282077762364,10.830161053556406,,1.100008375942707e-06,0.0,0.0
bank,tree,13,3,subgroup_shift,r2_realistic,learned_alpha,1.0,0.0,0.3846216521866592,0.3846216521866592,1.0,2.986920479203839,0.882659724067235,0.0,0.0,0.002668099943548441,0.9175,0.0
