dataset,seed,depth,setting,constraint,method,valid,abstained,cost_l1,cost_l2,sparsity,plausibility,utility,regret,route_accuracy,runtime_sec,chosen_alpha,projection_route
adult,7,3,exemplar_mismatch,r2_realistic,learned_alpha,1.0,0.0,1.7007427602490384,1.251552806604729,2.5641025641025643,2.1165182776595532,2.1464256301030993,0.06376423696572717,0.5641025641025641,0.0004575461573086359,0.9673002104709468,0.0
adult,7,3,exemplar_mismatch,r2_realistic,learned_router,1.0,0.0,1.6788092490251803,1.2483598766594728,1.7179487179487178,2.119698054765041,2.0826613931373723,0.0,0.717948717948718,6.064080083981538e-06,1.0,1.0
adult,7,3,exemplar_mismatch,r2_realistic,learned_router_no_geometry,1.0,0.0,1.6788092490251803,1.2483598766594728,1.7179487179487178,2.119698054765041,2.0826613931373723,0.0,0.717948717948718,6.064080083981538e-06,1.0,1.0
adult,7,3,exemplar_mismatch,r2_realistic,learned_router_no_shift,1.0,0.0,1.6788092490251803,1.2483598766594728,1.7179487179487178,2.119698054765041,2.0826613931373723,0.0,0.717948717948718,6.064080083981538e-06,1.0,1.0
adult,7,3,exemplar_mismatch,r2_realistic,nn_positive_train,1.0,0.0,5.282407943348583,2.34382483221413,5.256410256410256,1.9393242169939227,5.836127088718184,3.7534656955808114,,8.999919280027732e-07,0.0,0.0
adult,7,3,exemplar_mismatch,r2_realistic,projection_only,1.0,0.0,1.6788092490251803,1.2483598766594728,1.7179487179487178,2.119698054765041,2.0826613931373723,0.0,0.717948717948718,6.064080083981538e-06,1.0,1.0
adult,7,3,exemplar_mismatch,r2_realistic,rule_router,1.0,0.0,1.6788092490251803,1.2483598766594728,1.7179487179487178,2.119698054765041,2.0826613931373723,0.0,0.717948717948718,6.064080083981538e-06,1.0,1.0
adult,7,3,exemplar_mismatch,r2_realistic,safe_router,0.8974358974358975,0.10256410256410256,1.5278160203423437,1.1930809131269695,1.5714285714285714,2.0390219926394355,2.0177368432019973,-0.06492454993537511,0.7435897435897436,0.0011717794666018936,1.0,1.0
adult,7,3,exemplar_mismatch,r2_realistic,utility_router,1.0,0.0,1.6788092490251803,1.2483598766594728,1.7179487179487178,2.119698054765041,2.0826613931373723,0.0,0.717948717948718,6.064080083981538e-06,1.0,1.0
adult,7,3,exemplar_mismatch,r2_realistic,utility_router_guarded,1.0,0.0,1.6788092490251803,1.2483598766594728,1.7179487179487178,2.119698054765041,2.0826613931373723,0.0,0.717948717948718,6.064080083981538e-06,1.0,1.0
adult,7,3,exemplar_mismatch,r2_realistic,utility_router_no_geometry,1.0,0.0,1.6788092490251803,1.2483598766594728,1.7179487179487178,2.119698054765041,2.0826613931373723,0.0,0.717948717948718,6.064080083981538e-06,1.0,1.0
adult,7,3,exemplar_mismatch,r2_realistic,utility_router_no_shift,1.0,0.0,1.6788092490251803,1.2483598766594728,1.7179487179487178,2.119698054765041,2.0826613931373723,0.0,0.717948717948718,6.064080083981538e-06,1.0,1.0
adult,7,3,in_domain,r1_all_mutable,fixed_blend,0.8461538461538461,0.0,4.664950211770541,1.8672060674055286,7.128205128205129,1.4916412549661613,159.09126050257956,3.5849370502747355,0.02564102564102564,8.946665538807901e-05,0.25,0.0
adult,7,3,in_domain,r1_all_mutable,fixed_blend_no_repair,0.8461538461538461,0.0,4.664950211770541,1.8672060674055286,7.128205128205129,1.4916412549661613,159.09126050257956,3.5849370502747355,0.02564102564102564,1.3015391185688666e-05,0.25,0.0
adult,7,3,in_domain,r1_all_mutable,knn_mean_k5,1.0,0.0,6.7797174740863095,2.1426991148864754,14.435897435897436,1.3066404622252312,7.6975084152149655,-147.80881503708986,,9.743604235924208e-07,0.0,0.0
adult,7,3,in_domain,r1_all_mutable,learned_alpha,0.8205128205128205,0.0,1.1543242623301344,0.6073838802969774,7.128205128205129,1.9134482918338227,181.28493124969495,25.778607797390116,0.717948717948718,0.00015983844581890513,0.8755807793180642,0.0
adult,7,3,in_domain,r1_all_mutable,learned_router,0.8461538461538461,0.0,4.0454762037187235,1.6273881858410624,6.128205128205129,1.5751166354111636,158.43430780159449,2.9279843492896633,0.23076923076923078,6.726152526262027e-05,0.40384615384615385,0.20512820512820512
adult,7,3,in_domain,r1_all_mutable,learned_router_no_geometry,0.7692307692307693,0.0,3.9689085434076676,1.6008075892772713,5.948717948717949,1.6109933945596562,235.27722421925827,79.77090076695345,0.20512820512820512,6.311024742152759e-05,0.4423076923076923,0.2564102564102564
adult,7,3,in_domain,r1_all_mutable,learned_router_no_shift,0.8461538461538461,0.0,4.0454762037187235,1.6273881858410624,6.128205128205129,1.5751166354111636,158.43430780159449,2.9279843492896633,0.23076923076923078,6.726152526262027e-05,0.40384615384615385,0.20512820512820512
adult,7,3,in_domain,r1_all_mutable,nn_positive_train,1.0,0.0,6.058260236099234,2.430527950126955,6.948717948717949,1.3840932962690293,6.613310127975486,-148.89301332432936,,8.89741409665499e-07,0.0,0.0
adult,7,3,in_domain,r1_all_mutable,projection_only,0.05128205128205128,0.0,0.4850201387844595,0.4850201387844595,1.0,1.987282948374902,949.5510612989895,794.0447378466845,0.20512820512820512,6.953836418688297e-06,1.0,1.0
adult,7,3,in_domain,r1_all_mutable,rule_router,0.05128205128205128,0.0,0.4850201387844595,0.4850201387844595,1.0,1.987282948374902,949.5510612989895,794.0447378466845,0.20512820512820512,6.953836418688297e-06,1.0,1.0
adult,7,3,in_domain,r1_all_mutable,safe_router,0.8461538461538461,0.0,4.0454762037187235,1.6273881858410624,6.128205128205129,1.5751166354111636,158.43430780159449,2.9279843492896633,0.23076923076923078,6.726152526262027e-05,0.40384615384615385,0.20512820512820512
adult,7,3,in_domain,r1_all_mutable,utility_router,0.8461538461538461,0.0,4.379520783157961,1.7624991410644293,6.717948717948718,1.5357405056516096,158.79193314105697,3.2856096887521495,0.10256410256410256,8.27051161859931e-05,0.3076923076923077,0.07692307692307693
adult,7,3,in_domain,r1_all_mutable,utility_router_guarded,0.8461538461538461,0.0,4.379520783157961,1.7624991410644293,6.717948717948718,1.5357405056516096,158.79193314105697,3.2856096887521495,0.10256410256410256,8.27051161859931e-05,0.3076923076923077,0.07692307692307693
