dataset,seed,depth,setting,constraint,method,subgroup,valid,abstained,cost_l1,regret,route_accuracy
adult,7,3,covariate_shift,r1_all_mutable,fixed_blend,Female,0.875,0.0,5.364600374693187,4.118670987086343,0.125
adult,7,3,covariate_shift,r1_all_mutable,fixed_blend,Male,0.8,0.0,4.8269642339956915,4.238662253921239,0.0
adult,7,3,covariate_shift,r1_all_mutable,fixed_blend_no_repair,Female,0.875,0.0,5.364600374693187,4.118670987086343,0.125
adult,7,3,covariate_shift,r1_all_mutable,fixed_blend_no_repair,Male,0.8,0.0,4.8269642339956915,4.238662253921239,0.0
adult,7,3,covariate_shift,r1_all_mutable,knn_mean_k5,Female,1.0,0.0,7.780531197103688,-118.07790740510443,
adult,7,3,covariate_shift,r1_all_mutable,knn_mean_k5,Male,1.0,0.0,6.929969746458788,-193.39889993366305,
adult,7,3,covariate_shift,r1_all_mutable,learned_alpha,Female,0.75,0.0,0.9767748802108784,124.75899293444053,0.6875
adult,7,3,covariate_shift,r1_all_mutable,learned_alpha,Male,0.8,0.0,1.1408881377179925,0.6362367109009083,0.6
adult,7,3,covariate_shift,r1_all_mutable,learned_router,Female,0.875,0.0,3.6134295716568996,2.2308193657181223,0.4375
adult,7,3,covariate_shift,r1_all_mutable,learned_router,Male,0.8,0.0,2.5629319463777396,1.801051933371183,0.55
adult,7,3,covariate_shift,r1_all_mutable,learned_router_no_geometry,Female,0.875,0.0,4.920273582121255,3.628749514174583,0.25
adult,7,3,covariate_shift,r1_all_mutable,learned_router_no_geometry,Male,0.7,0.0,2.8967372265467226,102.16561217912621,0.45
adult,7,3,covariate_shift,r1_all_mutable,learned_router_no_shift,Female,0.875,0.0,3.6134295716568996,2.2308193657181223,0.4375
adult,7,3,covariate_shift,r1_all_mutable,learned_router_no_shift,Male,0.8,0.0,2.5629319463777396,1.801051933371183,0.55
adult,7,3,covariate_shift,r1_all_mutable,nn_positive_train,Female,1.0,0.0,7.0157830185580705,-119.25328341451956,
adult,7,3,covariate_shift,r1_all_mutable,nn_positive_train,Male,1.0,0.0,6.293970031768957,-194.32176588038925,
adult,7,3,covariate_shift,r1_all_mutable,projection_only,Female,0.25,0.0,0.4471048861970671,623.8231233572337,0.3125
adult,7,3,covariate_shift,r1_all_mutable,projection_only,Male,0.35,0.0,0.42594684067589383,449.52672432733243,0.55
adult,7,3,covariate_shift,r1_all_mutable,rule_router,Female,0.25,0.0,0.4471048861970671,623.8231233572337,0.3125
adult,7,3,covariate_shift,r1_all_mutable,rule_router,Male,0.35,0.0,0.42594684067589383,449.52672432733243,0.55
adult,7,3,covariate_shift,r1_all_mutable,safe_router,Female,0.875,0.0,3.6134295716568996,2.2308193657181223,0.4375
adult,7,3,covariate_shift,r1_all_mutable,safe_router,Male,0.8,0.0,2.5629319463777396,1.801051933371183,0.55
adult,7,3,covariate_shift,r1_all_mutable,utility_router,Female,0.875,0.0,4.057756364228831,2.7207408386298826,0.3125
adult,7,3,covariate_shift,r1_all_mutable,utility_router,Male,0.8,0.0,3.605401536000296,2.9204842107323192,0.35
adult,7,3,covariate_shift,r1_all_mutable,utility_router_guarded,Female,0.875,0.0,4.057756364228831,2.7207408386298826,0.3125
adult,7,3,covariate_shift,r1_all_mutable,utility_router_guarded,Male,0.8,0.0,3.605401536000296,2.9204842107323192,0.35
adult,7,3,covariate_shift,r1_all_mutable,utility_router_no_geometry,Female,0.875,0.0,4.920273582121255,3.628749514174583,0.25
adult,7,3,covariate_shift,r1_all_mutable,utility_router_no_geometry,Male,0.8,0.0,4.616952687571826,4.011974302921732,0.05
adult,7,3,covariate_shift,r1_all_mutable,utility_router_no_shift,Female,0.875,0.0,4.057756364228831,2.7207408386298826,0.3125
adult,7,3,covariate_shift,r1_all_mutable,utility_router_no_shift,Male,0.8,0.0,3.605401536000296,2.9204842107323192,0.35
adult,7,3,covariate_shift,r2_realistic,fixed_blend,Female,1.0,0.0,1.0492073286743449,0.0,0.75
adult,7,3,covariate_shift,r2_realistic,fixed_blend,Male,1.0,0.0,1.0182078174183027,0.0,0.8
adult,7,3,covariate_shift,r2_realistic,fixed_blend_no_repair,Female,1.0,0.0,1.0492073286743449,0.0,0.75
adult,7,3,covariate_shift,r2_realistic,fixed_blend_no_repair,Male,1.0,0.0,1.0182078174183027,0.0,0.8
adult,7,3,covariate_shift,r2_realistic,knn_mean_k5,Female,1.0,0.0,5.922159850474711,5.127081279078398,
adult,7,3,covariate_shift,r2_realistic,knn_mean_k5,Male,1.0,0.0,5.645310199132668,4.855087405173784,
adult,7,3,covariate_shift,r2_realistic,learned_alpha,Female,1.0,0.0,1.064505048637868,0.0930964992314112,0.75
adult,7,3,covariate_shift,r2_realistic,learned_alpha,Male,1.0,0.0,1.0312908956514473,0.13771784771637127,0.8
adult,7,3,covariate_shift,r2_realistic,learned_router,Female,1.0,0.0,1.0492073286743449,0.0,0.75
adult,7,3,covariate_shift,r2_realistic,learned_router,Male,1.0,0.0,1.0182078174183027,0.0,0.8
adult,7,3,covariate_shift,r2_realistic,learned_router_no_geometry,Female,1.0,0.0,1.0492073286743449,0.0,0.75
adult,7,3,covariate_shift,r2_realistic,learned_router_no_geometry,Male,1.0,0.0,1.0182078174183027,0.0,0.8
adult,7,3,covariate_shift,r2_realistic,learned_router_no_shift,Female,1.0,0.0,1.0492073286743449,0.0,0.75
adult,7,3,covariate_shift,r2_realistic,learned_router_no_shift,Male,1.0,0.0,1.0182078174183027,0.0,0.8
adult,7,3,covariate_shift,r2_realistic,nn_positive_train,Female,1.0,0.0,6.2162662994639115,5.420314902953068,
adult,7,3,covariate_shift,r2_realistic,nn_positive_train,Male,1.0,0.0,5.168059945464029,4.367517518425983,
adult,7,3,covariate_shift,r2_realistic,projection_only,Female,1.0,0.0,1.0492073286743449,0.0,0.75
adult,7,3,covariate_shift,r2_realistic,projection_only,Male,1.0,0.0,1.0182078174183027,0.0,0.8
adult,7,3,covariate_shift,r2_realistic,rule_router,Female,1.0,0.0,1.0492073286743449,0.0,0.75
adult,7,3,covariate_shift,r2_realistic,rule_router,Male,1.0,0.0,1.0182078174183027,0.0,0.8
adult,7,3,covariate_shift,r2_realistic,safe_router,Female,0.9375,0.0625,0.9191544839193012,-0.03382631884025186,0.75
adult,7,3,covariate_shift,r2_realistic,safe_router,Male,0.95,0.05,0.9139029657034766,-0.03665071715773971,0.8
adult,7,3,covariate_shift,r2_realistic,utility_router,Female,1.0,0.0,1.0492073286743449,0.0,0.75
adult,7,3,covariate_shift,r2_realistic,utility_router,Male,1.0,0.0,1.0182078174183027,0.0,0.8
adult,7,3,covariate_shift,r2_realistic,utility_router_guarded,Female,1.0,0.0,1.0492073286743449,0.0,0.75
adult,7,3,covariate_shift,r2_realistic,utility_router_guarded,Male,1.0,0.0,1.0182078174183027,0.0,0.8
adult,7,3,covariate_shift,r2_realistic,utility_router_no_geometry,Female,1.0,0.0,1.0492073286743449,0.0,0.75
adult,7,3,covariate_shift,r2_realistic,utility_router_no_geometry,Male,1.0,0.0,1.0182078174183027,0.0,0.8
adult,7,3,covariate_shift,r2_realistic,utility_router_no_shift,Female,1.0,0.0,1.0492073286743449,0.0,0.75
adult,7,3,covariate_shift,r2_realistic,utility_router_no_shift,Male,1.0,0.0,1.0182078174183027,0.0,0.8
adult,7,3,exemplar_mismatch,r1_all_mutable,fixed_blend,Female,0.7777777777777778,0.0,6.207818270084087,4.941319836712307,0.05555555555555555
adult,7,3,exemplar_mismatch,r1_all_mutable,fixed_blend,Male,0.7142857142857143,0.0,6.641114930481422,5.382355226357582,0.047619047619047616
adult,7,3,exemplar_mismatch,r1_all_mutable,fixed_blend_no_repair,Female,0.7777777777777778,0.0,6.207818270084087,4.941319836712307,0.05555555555555555
adult,7,3,exemplar_mismatch,r1_all_mutable,fixed_blend_no_repair,Male,0.7142857142857143,0.0,6.641114930481422,5.382355226357582,0.047619047619047616
adult,7,3,exemplar_mismatch,r1_all_mutable,knn_mean_k5,Female,1.0,0.0,8.797701522003086,-214.427295523447,
adult,7,3,exemplar_mismatch,r1_all_mutable,knn_mean_k5,Male,1.0,0.0,9.30903779310286,-277.3216775699114,
adult,7,3,exemplar_mismatch,r1_all_mutable,learned_alpha,Female,0.7222222222222222,0.0,1.4776139445116483,55.834039643729504,0.6666666666666666
adult,7,3,exemplar_mismatch,r1_all_mutable,learned_alpha,Male,0.6666666666666666,0.0,1.609281530942106,48.003254470517035,0.5714285714285714
adult,7,3,exemplar_mismatch,r1_all_mutable,learned_router,Female,0.7777777777777778,0.0,4.783195270006903,3.4170112475211964,0.3333333333333333
adult,7,3,exemplar_mismatch,r1_all_mutable,learned_router,Male,0.7142857142857143,0.0,5.225167246490774,3.879454625167921,0.3333333333333333
adult,7,3,exemplar_mismatch,r1_all_mutable,learned_router_no_geometry,Female,0.7777777777777778,0.0,5.501549281678459,4.1785841901034715,0.2222222222222222
adult,7,3,exemplar_mismatch,r1_all_mutable,learned_router_no_geometry,Male,0.6666666666666666,0.0,5.239582709161112,51.51342546321677,0.2857142857142857
adult,7,3,exemplar_mismatch,r1_all_mutable,learned_router_no_shift,Female,0.7777777777777778,0.0,4.783195270006903,3.4170112475211964,0.3333333333333333
adult,7,3,exemplar_mismatch,r1_all_mutable,learned_router_no_shift,Male,0.7142857142857143,0.0,4.9811920994997605,3.6185259239275536,0.38095238095238093
adult,7,3,exemplar_mismatch,r1_all_mutable,nn_positive_train,Female,1.0,0.0,8.11583375443995,-215.4141633468787,
adult,7,3,exemplar_mismatch,r1_all_mutable,nn_positive_train,Male,1.0,0.0,8.692789864351468,-278.3058225162091,
adult,7,3,exemplar_mismatch,r1_all_mutable,projection_only,Female,0.05555555555555555,0.0,0.48377181701649774,721.1114710348864,0.2777777777777778
adult,7,3,exemplar_mismatch,r1_all_mutable,projection_only,Male,0.047619047619047616,0.0,0.4860901288712838,665.5207643316982,0.3333333333333333
adult,7,3,exemplar_mismatch,r1_all_mutable,rule_router,Female,0.05555555555555555,0.0,0.48377181701649774,721.1114710348864,0.2777777777777778
adult,7,3,exemplar_mismatch,r1_all_mutable,rule_router,Male,0.047619047619047616,0.0,0.4860901288712838,665.5207643316982,0.3333333333333333
adult,7,3,exemplar_mismatch,r1_all_mutable,safe_router,Female,0.7777777777777778,0.0,4.783195270006903,3.4170112475211964,0.3333333333333333
adult,7,3,exemplar_mismatch,r1_all_mutable,safe_router,Male,0.7142857142857143,0.047619047619047616,5.205251704474748,3.645322589263017,0.3333333333333333
adult,7,3,exemplar_mismatch,r1_all_mutable,utility_router,Female,0.7777777777777778,0.0,5.857227539629802,4.570638854204105,0.1111111111111111
adult,7,3,exemplar_mismatch,r1_all_mutable,utility_router,Male,0.7142857142857143,0.0,6.418043525376585,5.14348475656223,0.09523809523809523
adult,7,3,exemplar_mismatch,r1_all_mutable,utility_router_guarded,Female,0.7777777777777778,0.0,5.857227539629802,4.570638854204105,0.1111111111111111
adult,7,3,exemplar_mismatch,r1_all_mutable,utility_router_guarded,Male,0.7142857142857143,0.0,6.418043525376585,5.14348475656223,0.09523809523809523
adult,7,3,exemplar_mismatch,r1_all_mutable,utility_router_no_geometry,Female,0.7777777777777778,0.0,6.207818270084087,4.941319836712307,0.05555555555555555
adult,7,3,exemplar_mismatch,r1_all_mutable,utility_router_no_geometry,Male,0.7142857142857143,0.0,6.422875855293817,5.152917667181335,0.09523809523809523
adult,7,3,exemplar_mismatch,r1_all_mutable,utility_router_no_shift,Female,0.7777777777777778,0.0,5.857227539629802,4.570638854204105,0.1111111111111111
adult,7,3,exemplar_mismatch,r1_all_mutable,utility_router_no_shift,Male,0.7142857142857143,0.0,6.418043525376585,5.14348475656223,0.09523809523809523
adult,7,3,exemplar_mismatch,r2_realistic,fixed_blend,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,exemplar_mismatch,r2_realistic,fixed_blend,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,exemplar_mismatch,r2_realistic,fixed_blend_no_repair,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,exemplar_mismatch,r2_realistic,fixed_blend_no_repair,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,exemplar_mismatch,r2_realistic,knn_mean_k5,Female,1.0,0.0,5.766684250734191,4.26982064948259,
adult,7,3,exemplar_mismatch,r2_realistic,knn_mean_k5,Male,1.0,0.0,6.235082127302495,4.865817480256884,
adult,7,3,exemplar_mismatch,r2_realistic,learned_alpha,Female,1.0,0.0,1.748296509643726,0.06480741590076651,0.6111111111111112
adult,7,3,exemplar_mismatch,r2_realistic,learned_alpha,Male,1.0,0.0,1.6599824036250206,0.0628700835928363,0.5238095238095238
adult,7,3,exemplar_mismatch,r2_realistic,learned_router,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,exemplar_mismatch,r2_realistic,learned_router,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,exemplar_mismatch,r2_realistic,learned_router_no_geometry,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,exemplar_mismatch,r2_realistic,learned_router_no_geometry,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,exemplar_mismatch,r2_realistic,learned_router_no_shift,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,exemplar_mismatch,r2_realistic,learned_router_no_shift,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,exemplar_mismatch,r2_realistic,nn_positive_train,Female,1.0,0.0,5.226296761596077,3.6532948166673926,
adult,7,3,exemplar_mismatch,r2_realistic,nn_positive_train,Male,1.0,0.0,5.330503241993588,3.8393264489351715,
adult,7,3,exemplar_mismatch,r2_realistic,projection_only,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,exemplar_mismatch,r2_realistic,projection_only,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,exemplar_mismatch,r2_realistic,rule_router,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,exemplar_mismatch,r2_realistic,rule_router,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,exemplar_mismatch,r2_realistic,safe_router,Female,0.8888888888888888,0.1111111111111111,1.561839018704896,-0.06532818264399884,0.7222222222222222
adult,7,3,exemplar_mismatch,r2_realistic,safe_router,Male,0.9047619047619048,0.09523809523809523,1.4991650743528258,-0.06457857904226906,0.7619047619047619
adult,7,3,exemplar_mismatch,r2_realistic,utility_router,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,exemplar_mismatch,r2_realistic,utility_router,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,exemplar_mismatch,r2_realistic,utility_router_guarded,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,exemplar_mismatch,r2_realistic,utility_router_guarded,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,exemplar_mismatch,r2_realistic,utility_router_no_geometry,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,exemplar_mismatch,r2_realistic,utility_router_no_geometry,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,exemplar_mismatch,r2_realistic,utility_router_no_shift,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,exemplar_mismatch,r2_realistic,utility_router_no_shift,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,in_domain,r1_all_mutable,fixed_blend,Female,0.9444444444444444,0.0,5.088315680026635,3.8084931154226656,0.05555555555555555
adult,7,3,in_domain,r1_all_mutable,fixed_blend,Male,0.7619047619047619,0.0,4.302065524693889,3.3933175658622243,0.0
adult,7,3,in_domain,r1_all_mutable,fixed_blend_no_repair,Female,0.9444444444444444,0.0,5.088315680026635,3.8084931154226656,0.05555555555555555
adult,7,3,in_domain,r1_all_mutable,fixed_blend_no_repair,Male,0.7619047619047619,0.0,4.302065524693889,3.3933175658622243,0.0
adult,7,3,in_domain,r1_all_mutable,knn_mean_k5,Female,1.0,0.0,7.30588671501662,-49.119183085777344,
adult,7,3,in_domain,r1_all_mutable,knn_mean_k5,Male,1.0,0.0,6.328715267574614,-232.3999281382149,
adult,7,3,in_domain,r1_all_mutable,learned_alpha,Female,0.8888888888888888,0.0,1.1097171108063162,55.433507557937496,0.8333333333333334
adult,7,3,in_domain,r1_all_mutable,learned_alpha,Male,0.7619047619047619,0.0,1.1925589636362641,0.3601222883495059,0.6190476190476191
adult,7,3,in_domain,r1_all_mutable,learned_router,Female,0.9444444444444444,0.0,4.652243521028948,3.346546938487636,0.16666666666666666
adult,7,3,in_domain,r1_all_mutable,learned_router,Male,0.7619047619047619,0.0,3.5253899317385318,2.5692164156914012,0.2857142857142857
adult,7,3,in_domain,r1_all_mutable,learned_router_no_geometry,Female,0.9444444444444444,0.0,4.934810330673404,3.643371022729533,0.1111111111111111
adult,7,3,in_domain,r1_all_mutable,learned_router_no_geometry,Male,0.6190476190476191,0.0,3.140992725751323,145.02306911914533,0.2857142857142857
adult,7,3,in_domain,r1_all_mutable,learned_router_no_shift,Female,0.9444444444444444,0.0,4.652243521028948,3.346546938487636,0.16666666666666666
adult,7,3,in_domain,r1_all_mutable,learned_router_no_shift,Male,0.7619047619047619,0.0,3.5253899317385318,2.5692164156914012,0.2857142857142857
adult,7,3,in_domain,r1_all_mutable,nn_positive_train,Female,1.0,0.0,6.623163634363347,-50.23309936455063,
adult,7,3,in_domain,r1_all_mutable,nn_positive_train,Male,1.0,0.0,5.574057323301425,-233.45865386128256,
adult,7,3,in_domain,r1_all_mutable,projection_only,Female,0.05555555555555555,0.0,0.48377181701649774,887.8070792516942,0.1111111111111111
adult,7,3,in_domain,r1_all_mutable,projection_only,Male,0.047619047619047616,0.0,0.4860901288712838,713.6770166423905,0.2857142857142857
adult,7,3,in_domain,r1_all_mutable,rule_router,Female,0.05555555555555555,0.0,0.48377181701649774,887.8070792516942,0.1111111111111111
adult,7,3,in_domain,r1_all_mutable,rule_router,Male,0.047619047619047616,0.0,0.4860901288712838,713.6770166423905,0.2857142857142857
adult,7,3,in_domain,r1_all_mutable,safe_router,Female,0.9444444444444444,0.0,4.652243521028948,3.346546938487636,0.16666666666666666
adult,7,3,in_domain,r1_all_mutable,safe_router,Male,0.7619047619047619,0.0,3.5253899317385318,2.5692164156914012,0.2857142857142857
adult,7,3,in_domain,r1_all_mutable,utility_router,Female,0.9444444444444444,0.0,4.805748870382179,3.511669031180768,0.1111111111111111
adult,7,3,in_domain,r1_all_mutable,utility_router,Male,0.7619047619047619,0.0,4.014182422680059,3.091844538099048,0.09523809523809523
adult,7,3,in_domain,r1_all_mutable,utility_router_guarded,Female,0.9444444444444444,0.0,4.805748870382179,3.511669031180768,0.1111111111111111
adult,7,3,in_domain,r1_all_mutable,utility_router_guarded,Male,0.7619047619047619,0.0,4.014182422680059,3.091844538099048,0.09523809523809523
adult,7,3,in_domain,r1_all_mutable,utility_router_no_geometry,Female,0.9444444444444444,0.0,5.088315680026635,3.8084931154226656,0.05555555555555555
adult,7,3,in_domain,r1_all_mutable,utility_router_no_geometry,Male,0.7619047619047619,0.0,3.7892042082270128,2.848340989390892,0.19047619047619047
adult,7,3,in_domain,r1_all_mutable,utility_router_no_shift,Female,0.9444444444444444,0.0,4.805748870382179,3.511669031180768,0.1111111111111111
adult,7,3,in_domain,r1_all_mutable,utility_router_no_shift,Male,0.7619047619047619,0.0,4.014182422680059,3.091844538099048,0.09523809523809523
adult,7,3,in_domain,r2_realistic,fixed_blend,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,in_domain,r2_realistic,fixed_blend,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,in_domain,r2_realistic,fixed_blend_no_repair,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,in_domain,r2_realistic,fixed_blend_no_repair,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,in_domain,r2_realistic,knn_mean_k5,Female,1.0,0.0,5.610162813210791,4.072258558667705,
adult,7,3,in_domain,r2_realistic,knn_mean_k5,Male,1.0,0.0,5.421412766552336,3.923600714256744,
adult,7,3,in_domain,r2_realistic,learned_alpha,Female,1.0,0.0,1.7265985756077342,0.04378642848985386,0.7222222222222222
adult,7,3,in_domain,r2_realistic,learned_alpha,Male,1.0,0.0,1.6522449301606659,0.04301024226295697,0.6190476190476191
adult,7,3,in_domain,r2_realistic,learned_router,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,in_domain,r2_realistic,learned_router,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,in_domain,r2_realistic,learned_router_no_geometry,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,in_domain,r2_realistic,learned_router_no_geometry,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,in_domain,r2_realistic,learned_router_no_shift,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,in_domain,r2_realistic,learned_router_no_shift,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,in_domain,r2_realistic,nn_positive_train,Female,1.0,0.0,5.710250491147239,4.124695845127193,
adult,7,3,in_domain,r2_realistic,nn_positive_train,Male,1.0,0.0,4.470459003658722,2.900168906978397,
adult,7,3,in_domain,r2_realistic,projection_only,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,in_domain,r2_realistic,projection_only,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,in_domain,r2_realistic,rule_router,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,in_domain,r2_realistic,rule_router,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,in_domain,r2_realistic,safe_router,Female,0.8888888888888888,0.1111111111111111,1.561839018704896,-0.06532818264399884,0.7222222222222222
adult,7,3,in_domain,r2_realistic,safe_router,Male,0.9047619047619048,0.09523809523809523,1.4991650743528258,-0.06457857904226906,0.7619047619047619
adult,7,3,in_domain,r2_realistic,utility_router,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,in_domain,r2_realistic,utility_router,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,in_domain,r2_realistic,utility_router_guarded,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,in_domain,r2_realistic,utility_router_guarded,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,in_domain,r2_realistic,utility_router_no_geometry,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,in_domain,r2_realistic,utility_router_no_geometry,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,in_domain,r2_realistic,utility_router_no_shift,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,in_domain,r2_realistic,utility_router_no_shift,Male,1.0,0.0,1.642101733938271,0.0,0.7142857142857143
adult,7,3,subgroup_shift,r1_all_mutable,fixed_blend,Female,0.9444444444444444,0.0,5.088315680026635,3.8084931154226656,0.05555555555555555
adult,7,3,subgroup_shift,r1_all_mutable,fixed_blend_no_repair,Female,0.9444444444444444,0.0,5.088315680026635,3.8084931154226656,0.05555555555555555
adult,7,3,subgroup_shift,r1_all_mutable,knn_mean_k5,Female,1.0,0.0,7.30588671501662,-49.119183085777344,
adult,7,3,subgroup_shift,r1_all_mutable,learned_alpha,Female,0.8888888888888888,0.0,1.1097171108063166,55.433507557937496,0.8333333333333334
adult,7,3,subgroup_shift,r1_all_mutable,learned_router,Female,0.9444444444444444,0.0,4.652243521028948,3.346546938487636,0.16666666666666666
adult,7,3,subgroup_shift,r1_all_mutable,learned_router_no_geometry,Female,0.9444444444444444,0.0,4.934810330673404,3.643371022729533,0.1111111111111111
adult,7,3,subgroup_shift,r1_all_mutable,learned_router_no_shift,Female,0.9444444444444444,0.0,4.652243521028948,3.346546938487636,0.16666666666666666
adult,7,3,subgroup_shift,r1_all_mutable,nn_positive_train,Female,1.0,0.0,6.623163634363347,-50.23309936455063,
adult,7,3,subgroup_shift,r1_all_mutable,projection_only,Female,0.05555555555555555,0.0,0.48377181701649774,887.8070792516942,0.1111111111111111
adult,7,3,subgroup_shift,r1_all_mutable,rule_router,Female,0.05555555555555555,0.0,0.48377181701649774,887.8070792516942,0.1111111111111111
adult,7,3,subgroup_shift,r1_all_mutable,safe_router,Female,0.9444444444444444,0.0,4.652243521028948,3.346546938487636,0.16666666666666666
adult,7,3,subgroup_shift,r1_all_mutable,utility_router,Female,0.9444444444444444,0.0,4.805748870382179,3.511669031180768,0.1111111111111111
adult,7,3,subgroup_shift,r1_all_mutable,utility_router_guarded,Female,0.9444444444444444,0.0,4.805748870382179,3.511669031180768,0.1111111111111111
adult,7,3,subgroup_shift,r1_all_mutable,utility_router_no_geometry,Female,0.9444444444444444,0.0,5.088315680026635,3.8084931154226656,0.05555555555555555
adult,7,3,subgroup_shift,r1_all_mutable,utility_router_no_shift,Female,0.9444444444444444,0.0,4.805748870382179,3.511669031180768,0.1111111111111111
adult,7,3,subgroup_shift,r2_realistic,fixed_blend,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,subgroup_shift,r2_realistic,fixed_blend_no_repair,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,subgroup_shift,r2_realistic,knn_mean_k5,Female,1.0,0.0,5.610162813210791,4.072258558667705,
adult,7,3,subgroup_shift,r2_realistic,learned_alpha,Female,1.0,0.0,1.7265985756077342,0.04378642848985386,0.7222222222222222
adult,7,3,subgroup_shift,r2_realistic,learned_router,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,subgroup_shift,r2_realistic,learned_router_no_geometry,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,subgroup_shift,r2_realistic,learned_router_no_shift,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,subgroup_shift,r2_realistic,nn_positive_train,Female,1.0,0.0,5.710250491147239,4.124695845127193,
adult,7,3,subgroup_shift,r2_realistic,projection_only,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,subgroup_shift,r2_realistic,rule_router,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,subgroup_shift,r2_realistic,safe_router,Female,0.8888888888888888,0.1111111111111111,1.561839018704896,-0.06532818264399884,0.7222222222222222
adult,7,3,subgroup_shift,r2_realistic,utility_router,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,subgroup_shift,r2_realistic,utility_router_guarded,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,subgroup_shift,r2_realistic,utility_router_no_geometry,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,7,3,subgroup_shift,r2_realistic,utility_router_no_shift,Female,1.0,0.0,1.721634683293241,0.0,0.7222222222222222
adult,13,3,covariate_shift,r1_all_mutable,fixed_blend,Female,1.0,0.0,5.751452961215643,4.46933567617349,0.0
adult,13,3,covariate_shift,r1_all_mutable,fixed_blend,Male,1.0,0.0,5.141176504905655,3.992845283102089,0.06060606060606061
adult,13,3,covariate_shift,r1_all_mutable,fixed_blend_no_repair,Female,1.0,0.0,5.751452961215643,4.46933567617349,0.0
adult,13,3,covariate_shift,r1_all_mutable,fixed_blend_no_repair,Male,0.9393939393939394,0.0,5.221201088753794,64.6894055827843,0.06060606060606061
