dataset,seed,depth,setting,constraint,method,n_subgroups,valid_gap,cost_l1_gap,regret_gap,route_accuracy_gap
adult,19,3,exemplar_mismatch,r1_all_mutable,projection_only,2,0.0,0.014235810644020908,10.809711409914598,0.010582010582010581
adult,19,3,exemplar_mismatch,r1_all_mutable,rule_router,2,0.0,0.014235810644020908,10.809711409914598,0.010582010582010581
adult,19,3,exemplar_mismatch,r1_all_mutable,safe_router,2,0.047619047619047616,0.0,10.839338291973,0.021164021164021163
adult,19,3,exemplar_mismatch,r1_all_mutable,utility_router,2,0.010582010582010581,0.5987750722221348,0.9016843492495603,0.010582010582010581
adult,19,3,exemplar_mismatch,r1_all_mutable,utility_router_guarded,2,0.010582010582010581,0.5987750722221348,0.9016843492495603,0.010582010582010581
adult,19,3,exemplar_mismatch,r1_all_mutable,utility_router_no_geometry,2,0.010582010582010581,0.5987750722221348,0.9016843492495603,0.010582010582010581
adult,19,3,exemplar_mismatch,r1_all_mutable,utility_router_no_shift,2,0.010582010582010581,0.5987750722221348,0.9016843492495603,0.010582010582010581
adult,19,3,exemplar_mismatch,r2_realistic,fixed_blend,2,0.0,0.5819514756970676,0.7219910795791198,0.18518518518518517
adult,19,3,exemplar_mismatch,r2_realistic,fixed_blend_no_repair,2,0.0,0.5819514756970676,0.7219910795791198,0.18518518518518517
adult,19,3,exemplar_mismatch,r2_realistic,knn_mean_k5,2,0.0,0.0984502633405171,0.2453794098455626,
adult,19,3,exemplar_mismatch,r2_realistic,learned_alpha,2,0.07936507936507942,0.07642916003552025,79.40200608799148,0.10052910052910052
adult,19,3,exemplar_mismatch,r2_realistic,learned_router,2,0.010582010582010581,0.8647295136791442,9.564862783539773,0.20105820105820105
adult,19,3,exemplar_mismatch,r2_realistic,learned_router_no_geometry,2,0.10052910052910052,0.47169796418762133,99.91484732935953,0.037037037037037035
adult,19,3,exemplar_mismatch,r2_realistic,learned_router_no_shift,2,0.04761904761904767,0.6079087040886542,46.869789664715256,0.20105820105820105
adult,19,3,exemplar_mismatch,r2_realistic,nn_positive_train,2,0.0,0.5503533920659169,0.677266668954303,
adult,19,3,exemplar_mismatch,r2_realistic,projection_only,2,0.010582010582010581,0.04755029196295224,10.645600963341963,0.037037037037037035
adult,19,3,exemplar_mismatch,r2_realistic,rule_router,2,0.010582010582010581,0.04755029196295224,10.645600963341963,0.037037037037037035
adult,19,3,exemplar_mismatch,r2_realistic,safe_router,2,0.1322751322751322,0.34152669935816116,0.6177309476142859,0.164021164021164
adult,19,3,exemplar_mismatch,r2_realistic,utility_router,2,0.0,0.8658473161602753,1.0157330563054576,0.20105820105820105
adult,19,3,exemplar_mismatch,r2_realistic,utility_router_guarded,2,0.0,0.8658473161602753,1.0157330563054576,0.20105820105820105
adult,19,3,exemplar_mismatch,r2_realistic,utility_router_no_geometry,2,0.0,0.5819514756970676,0.7219910795791198,0.18518518518518517
adult,19,3,exemplar_mismatch,r2_realistic,utility_router_no_shift,2,0.0,0.8658473161602753,1.0157330563054576,0.20105820105820105
adult,19,3,in_domain,r1_all_mutable,fixed_blend,2,0.0,1.0919378134688262,0.980931429192875,0.010582010582010581
adult,19,3,in_domain,r1_all_mutable,fixed_blend_no_repair,2,0.0,1.0919378134688262,0.980931429192875,0.010582010582010581
adult,19,3,in_domain,r1_all_mutable,knn_mean_k5,2,0.0,1.0608646059775184,1.1024480953183247,
adult,19,3,in_domain,r1_all_mutable,learned_alpha,2,0.0793650793650793,0.16338335616862987,79.32619613773679,0.0793650793650793
adult,19,3,in_domain,r1_all_mutable,learned_router,2,0.015873015873015928,1.0184712360115356,14.970320870152094,0.037037037037037035
adult,19,3,in_domain,r1_all_mutable,learned_router_no_geometry,2,0.39682539682539675,2.160366511549374,394.72173129845964,0.047619047619047616
adult,19,3,in_domain,r1_all_mutable,learned_router_no_shift,2,0.015873015873015928,1.0184712360115356,14.970320870152094,0.037037037037037035
adult,19,3,in_domain,r1_all_mutable,nn_positive_train,2,0.0,1.4575727572373056,1.3515961438662814,
adult,19,3,in_domain,r1_all_mutable,projection_only,2,0.0,0.014235810644020908,0.18969310012164442,0.0
adult,19,3,in_domain,r1_all_mutable,rule_router,2,0.0,0.014235810644020908,0.18969310012164442,0.0
adult,19,3,in_domain,r1_all_mutable,safe_router,2,0.2328042328042328,0.5243918082433248,0.18715641818036088,0.037037037037037035
adult,19,3,in_domain,r1_all_mutable,utility_router,2,0.0,1.0919378134688262,0.980931429192875,0.010582010582010581
adult,19,3,in_domain,r1_all_mutable,utility_router_guarded,2,0.0,1.0919378134688262,0.980931429192875,0.010582010582010581
adult,19,3,in_domain,r1_all_mutable,utility_router_no_geometry,2,0.0,1.0919378134688262,0.980931429192875,0.010582010582010581
adult,19,3,in_domain,r1_all_mutable,utility_router_no_shift,2,0.0,1.0919378134688262,0.980931429192875,0.010582010582010581
adult,19,3,in_domain,r2_realistic,fixed_blend,2,0.0,0.6773564003466008,0.15812324931842392,0.10582010582010581
adult,19,3,in_domain,r2_realistic,fixed_blend_no_repair,2,0.0,0.6773564003466008,0.15812324931842392,0.10582010582010581
adult,19,3,in_domain,r2_realistic,knn_mean_k5,2,0.0,0.005245503022063502,0.48998373522323346,
adult,19,3,in_domain,r2_realistic,learned_alpha,2,0.164021164021164,0.03943325248482532,163.49680158019265,0.06878306878306878
adult,19,3,in_domain,r2_realistic,learned_router,2,0.17460317460317454,0.9583947261059285,174.16645994349503,0.0582010582010582
adult,19,3,in_domain,r2_realistic,learned_router_no_geometry,2,0.010582010582010581,0.04755029196295224,11.120236776772686,0.10052910052910052
adult,19,3,in_domain,r2_realistic,learned_router_no_shift,2,0.026455026455026398,1.0384228758589855,25.926628436826057,0.015873015873015872
adult,19,3,in_domain,r2_realistic,nn_positive_train,2,0.0,0.7143621361236754,0.20339059894587086,
adult,19,3,in_domain,r2_realistic,projection_only,2,0.010582010582010581,0.04755029196295224,11.120236776772686,0.10052910052910052
adult,19,3,in_domain,r2_realistic,rule_router,2,0.010582010582010581,0.04755029196295224,11.120236776772686,0.10052910052910052
adult,19,3,in_domain,r2_realistic,safe_router,2,0.03703703703703698,0.2595216899629911,0.48363941460124826,0.021164021164021163
adult,19,3,in_domain,r2_realistic,utility_router,2,0.0,0.2132117470973629,0.32710954381662893,0.05291005291005291
adult,19,3,in_domain,r2_realistic,utility_router_guarded,2,0.0,0.2132117470973629,0.32710954381662893,0.05291005291005291
adult,19,3,in_domain,r2_realistic,utility_router_no_geometry,2,0.0,0.9832441547017652,0.472638029663182,0.1693121693121693
adult,19,3,in_domain,r2_realistic,utility_router_no_shift,2,0.0,0.2132117470973629,0.32710954381662893,0.05291005291005291
bank,7,3,covariate_shift,r1_all_mutable,fixed_blend,3,0.0,0.5143832939662092,0.9240909635291773,0.1515151515151515
bank,7,3,covariate_shift,r1_all_mutable,fixed_blend_no_repair,3,0.0,0.5143832939662092,0.9240909635291773,0.1515151515151515
bank,7,3,covariate_shift,r1_all_mutable,knn_mean_k5,3,0.0,0.6710151781238256,1.7001293433863642,
bank,7,3,covariate_shift,r1_all_mutable,learned_alpha,3,0.15151515151515152,0.06858443919549462,150.2863535818376,0.15151515151515152
bank,7,3,covariate_shift,r1_all_mutable,learned_router,3,0.0,0.5143832939662092,0.9240909635291773,0.1515151515151515
bank,7,3,covariate_shift,r1_all_mutable,learned_router_no_geometry,3,0.5,2.9750131860801496,495.7276348520781,0.42857142857142855
bank,7,3,covariate_shift,r1_all_mutable,learned_router_no_shift,3,0.0,0.5143832939662092,0.9240909635291773,0.1515151515151515
bank,7,3,covariate_shift,r1_all_mutable,nn_positive_train,3,0.0,0.6858443919549444,0.8831361706778691,
bank,7,3,covariate_shift,r1_all_mutable,projection_only,3,0.0,0.0,1.3261039757035178,0.0
bank,7,3,covariate_shift,r1_all_mutable,rule_router,3,0.0,0.0,1.3261039757035178,0.0
bank,7,3,covariate_shift,r1_all_mutable,safe_router,3,0.08225108225108235,0.46076555630643234,0.8044985851131193,0.1515151515151515
bank,7,3,covariate_shift,r1_all_mutable,utility_router,3,0.0,0.5143832939662092,0.9240909635291773,0.1515151515151515
bank,7,3,covariate_shift,r1_all_mutable,utility_router_guarded,3,0.0,0.5143832939662092,0.9240909635291773,0.1515151515151515
bank,7,3,covariate_shift,r1_all_mutable,utility_router_no_geometry,3,0.02164502164502169,0.46742782303082286,21.599280282901546,0.1607142857142857
bank,7,3,covariate_shift,r1_all_mutable,utility_router_no_shift,3,0.0,0.5143832939662092,0.9240909635291773,0.1515151515151515
bank,7,3,covariate_shift,r2_realistic,fixed_blend,3,0.0,0.0,0.0,0.0
bank,7,3,covariate_shift,r2_realistic,fixed_blend_no_repair,3,0.0,0.0,0.0,0.0
bank,7,3,covariate_shift,r2_realistic,knn_mean_k5,3,0.0,2.006409519879093,2.063522241151691,
bank,7,3,covariate_shift,r2_realistic,learned_alpha,3,0.0,0.0,0.0,0.0
bank,7,3,covariate_shift,r2_realistic,learned_router,3,0.0,0.0,0.0,0.0
bank,7,3,covariate_shift,r2_realistic,learned_router_no_geometry,3,0.0,0.0,0.0,0.0
bank,7,3,covariate_shift,r2_realistic,learned_router_no_shift,3,0.0,0.0,0.0,0.0
bank,7,3,covariate_shift,r2_realistic,nn_positive_train,3,0.0,0.7758866062633807,0.7943147185603081,
bank,7,3,covariate_shift,r2_realistic,projection_only,3,0.0,0.0,0.0,0.0
bank,7,3,covariate_shift,r2_realistic,rule_router,3,0.0,0.0,0.0,0.0
bank,7,3,covariate_shift,r2_realistic,safe_router,3,0.0,0.0,0.0,0.0
bank,7,3,covariate_shift,r2_realistic,utility_router,3,0.0,0.0,0.0,0.0
bank,7,3,covariate_shift,r2_realistic,utility_router_guarded,3,0.0,0.0,0.0,0.0
bank,7,3,covariate_shift,r2_realistic,utility_router_no_geometry,3,0.0,0.0,0.0,0.0
bank,7,3,covariate_shift,r2_realistic,utility_router_no_shift,3,0.0,0.0,0.0,0.0
bank,7,3,exemplar_mismatch,r1_all_mutable,fixed_blend,3,0.038461538461538436,0.9560472351464977,1.2950501986547769,0.2384615384615384
bank,7,3,exemplar_mismatch,r1_all_mutable,fixed_blend_no_repair,3,0.038461538461538436,0.9560472351464977,1.2950501986547769,0.2384615384615384
bank,7,3,exemplar_mismatch,r1_all_mutable,knn_mean_k5,3,0.0,1.5824741355131025,37.48517606226218,
bank,7,3,exemplar_mismatch,r1_all_mutable,learned_alpha,3,0.2,0.26362648439372793,236.56638300893894,0.2
bank,7,3,exemplar_mismatch,r1_all_mutable,learned_router,3,0.038461538461538436,2.531909965487163,0.9517315649630005,0.12307692307692308
bank,7,3,exemplar_mismatch,r1_all_mutable,learned_router_no_geometry,3,0.3307692307692307,0.9791512587449542,367.8931951347,0.3307692307692307
bank,7,3,exemplar_mismatch,r1_all_mutable,learned_router_no_shift,3,0.038461538461538436,2.531909965487163,0.9517315649630005,0.12307692307692308
bank,7,3,exemplar_mismatch,r1_all_mutable,nn_positive_train,3,0.0,1.2336966997003866,37.80181781871204,
bank,7,3,exemplar_mismatch,r1_all_mutable,projection_only,3,0.2865384615384616,0.1230988414848333,322.76869844285335,0.325
bank,7,3,exemplar_mismatch,r1_all_mutable,rule_router,3,0.2865384615384616,0.1230988414848333,322.76869844285335,0.325
bank,7,3,exemplar_mismatch,r1_all_mutable,safe_router,3,0.03269230769230769,2.8123163800482147,39.32396861696663,0.16153846153846152
bank,7,3,exemplar_mismatch,r1_all_mutable,utility_router,3,0.038461538461538436,2.531909965487163,0.9517315649630005,0.12307692307692308
bank,7,3,exemplar_mismatch,r1_all_mutable,utility_router_guarded,3,0.038461538461538436,2.531909965487163,0.9517315649630005,0.12307692307692308
bank,7,3,exemplar_mismatch,r1_all_mutable,utility_router_no_geometry,3,0.12884615384615383,2.2988949595799566,90.24743949968017,0.1711538461538461
bank,7,3,exemplar_mismatch,r1_all_mutable,utility_router_no_shift,3,0.038461538461538436,2.531909965487163,0.9517315649630005,0.12307692307692308
bank,7,3,exemplar_mismatch,r2_realistic,fixed_blend,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,exemplar_mismatch,r2_realistic,fixed_blend_no_repair,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,exemplar_mismatch,r2_realistic,knn_mean_k5,3,0.0,1.7028521976479416,1.6769616109254821,
bank,7,3,exemplar_mismatch,r2_realistic,learned_alpha,3,0.0,0.5528099613269015,0.004054709270560054,0.0
bank,7,3,exemplar_mismatch,r2_realistic,learned_router,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,exemplar_mismatch,r2_realistic,learned_router_no_geometry,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,exemplar_mismatch,r2_realistic,learned_router_no_shift,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,exemplar_mismatch,r2_realistic,nn_positive_train,3,0.0,1.2444754496780046,0.9602756728918713,
bank,7,3,exemplar_mismatch,r2_realistic,projection_only,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,exemplar_mismatch,r2_realistic,rule_router,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,exemplar_mismatch,r2_realistic,safe_router,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,exemplar_mismatch,r2_realistic,utility_router,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,exemplar_mismatch,r2_realistic,utility_router_guarded,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,exemplar_mismatch,r2_realistic,utility_router_no_geometry,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,exemplar_mismatch,r2_realistic,utility_router_no_shift,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,in_domain,r1_all_mutable,fixed_blend,3,0.17499999999999993,0.6077126655280347,1.2286140471575795,0.2653846153846154
bank,7,3,in_domain,r1_all_mutable,fixed_blend_no_repair,3,0.17499999999999993,0.6077126655280347,1.2286140471575795,0.2653846153846154
bank,7,3,in_domain,r1_all_mutable,knn_mean_k5,3,0.0,0.44331371267422526,174.27928007333966,
bank,7,3,in_domain,r1_all_mutable,learned_alpha,3,0.2769230769230769,1.0536188637234087,264.2912757481868,0.2769230769230769
bank,7,3,in_domain,r1_all_mutable,learned_router,3,0.17499999999999993,1.6886467514677874,0.8563081913105528,0.1461538461538462
bank,7,3,in_domain,r1_all_mutable,learned_router_no_geometry,3,0.36923076923076925,0.6690999651134013,207.44329217121887,0.3307692307692307
bank,7,3,in_domain,r1_all_mutable,learned_router_no_shift,3,0.17499999999999993,1.6886467514677874,0.8563081913105528,0.1461538461538462
bank,7,3,in_domain,r1_all_mutable,nn_positive_train,3,0.0,0.7754712968650157,173.91269585412599,
bank,7,3,in_domain,r1_all_mutable,projection_only,3,0.2865384615384616,0.1230988414848333,298.69363464522024,0.3
bank,7,3,in_domain,r1_all_mutable,rule_router,3,0.2865384615384616,0.1230988414848333,298.69363464522024,0.3
bank,7,3,in_domain,r1_all_mutable,safe_router,3,0.25,1.8074751012042833,173.77918731541402,0.050000000000000044
bank,7,3,in_domain,r1_all_mutable,utility_router,3,0.17499999999999993,1.6886467514677874,0.8563081913105528,0.1461538461538462
bank,7,3,in_domain,r1_all_mutable,utility_router_guarded,3,0.17499999999999993,1.6886467514677874,0.8563081913105528,0.1461538461538462
bank,7,3,in_domain,r1_all_mutable,utility_router_no_geometry,3,0.20000000000000007,1.0492499497565615,25.903701731826445,0.25
bank,7,3,in_domain,r1_all_mutable,utility_router_no_shift,3,0.17499999999999993,1.6886467514677874,0.8563081913105528,0.1461538461538462
bank,7,3,in_domain,r2_realistic,fixed_blend,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,in_domain,r2_realistic,fixed_blend_no_repair,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,in_domain,r2_realistic,knn_mean_k5,3,0.0,0.8824991481448894,0.8506189583907631,
bank,7,3,in_domain,r2_realistic,learned_alpha,3,0.0,0.5527779166608766,0.003975709873725735,0.0
bank,7,3,in_domain,r2_realistic,learned_router,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,in_domain,r2_realistic,learned_router_no_geometry,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,in_domain,r2_realistic,learned_router_no_shift,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,in_domain,r2_realistic,nn_positive_train,3,0.0,0.4886617603979557,0.6551285037252423,
bank,7,3,in_domain,r2_realistic,projection_only,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,in_domain,r2_realistic,rule_router,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,in_domain,r2_realistic,safe_router,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,in_domain,r2_realistic,utility_router,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,in_domain,r2_realistic,utility_router_guarded,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,in_domain,r2_realistic,utility_router_no_geometry,3,0.0,0.5529065337925254,0.0,0.0
bank,7,3,in_domain,r2_realistic,utility_router_no_shift,3,0.0,0.5529065337925254,0.0,0.0
bank,13,3,covariate_shift,r1_all_mutable,fixed_blend,3,0.0,0.41841665566817454,0.4313931104654314,0.0
bank,13,3,covariate_shift,r1_all_mutable,fixed_blend_no_repair,3,0.0,0.41841665566817454,0.4313931104654314,0.0
bank,13,3,covariate_shift,r1_all_mutable,knn_mean_k5,3,0.0,0.7179757955379014,0.8169091371326598,
bank,13,3,covariate_shift,r1_all_mutable,learned_alpha,3,0.0,0.0,0.0,0.16666666666666663
bank,13,3,covariate_shift,r1_all_mutable,learned_router,3,0.0,0.0,0.0,0.16666666666666663
bank,13,3,covariate_shift,r1_all_mutable,learned_router_no_geometry,3,0.0,0.5191510140108593,0.5601587453342559,0.2777777777777778
bank,13,3,covariate_shift,r1_all_mutable,learned_router_no_shift,3,0.0,0.0,0.0,0.16666666666666663
bank,13,3,covariate_shift,r1_all_mutable,nn_positive_train,3,0.0,0.5578888742242327,0.5689538061541555,
bank,13,3,covariate_shift,r1_all_mutable,projection_only,3,0.0,0.0,0.0,0.16666666666666663
bank,13,3,covariate_shift,r1_all_mutable,rule_router,3,0.0,0.0,0.0,0.16666666666666663
bank,13,3,covariate_shift,r1_all_mutable,safe_router,3,0.0,0.0,0.0,0.16666666666666663
bank,13,3,covariate_shift,r1_all_mutable,utility_router,3,0.0,0.0,0.0,0.16666666666666663
bank,13,3,covariate_shift,r1_all_mutable,utility_router_guarded,3,0.0,0.0,0.0,0.16666666666666663
bank,13,3,covariate_shift,r1_all_mutable,utility_router_no_geometry,3,0.0,2.377550680784574,2.5213978130492847,0.41666666666666663
bank,13,3,covariate_shift,r1_all_mutable,utility_router_no_shift,3,0.0,0.0,0.0,0.16666666666666663
bank,13,3,covariate_shift,r2_realistic,fixed_blend,3,0.0,0.04017605870059393,0.045839298563799535,0.0
bank,13,3,covariate_shift,r2_realistic,fixed_blend_no_repair,3,0.0,0.04017605870059393,0.045839298563799535,0.0
bank,13,3,covariate_shift,r2_realistic,knn_mean_k5,3,0.0,1.4766032187074671,1.5237924954907789,
bank,13,3,covariate_shift,r2_realistic,learned_alpha,3,0.0,0.0,0.0,0.0
bank,13,3,covariate_shift,r2_realistic,learned_router,3,0.0,0.0,0.0,0.0
bank,13,3,covariate_shift,r2_realistic,learned_router_no_geometry,3,0.0,0.03646375708138727,0.06524902915282199,0.16666666666666663
bank,13,3,covariate_shift,r2_realistic,learned_router_no_shift,3,0.0,0.0,0.0,0.0
bank,13,3,covariate_shift,r2_realistic,nn_positive_train,3,0.0,0.7289125892239792,0.7483473026726708,
bank,13,3,covariate_shift,r2_realistic,projection_only,3,0.0,0.0,0.0,0.0
bank,13,3,covariate_shift,r2_realistic,rule_router,3,0.0,0.0,0.0,0.0
bank,13,3,covariate_shift,r2_realistic,safe_router,3,0.0,0.0,0.0,0.0
bank,13,3,covariate_shift,r2_realistic,utility_router,3,0.0,0.0,0.0,0.0
bank,13,3,covariate_shift,r2_realistic,utility_router_guarded,3,0.0,0.0,0.0,0.0
bank,13,3,covariate_shift,r2_realistic,utility_router_no_geometry,3,0.0,0.09411851677721783,0.16658146870018753,0.41666666666666663
bank,13,3,covariate_shift,r2_realistic,utility_router_no_shift,3,0.0,0.0,0.0,0.0
bank,13,3,exemplar_mismatch,r1_all_mutable,fixed_blend,3,0.125,1.1911313197726656,0.7162932021818991,0.05
bank,13,3,exemplar_mismatch,r1_all_mutable,fixed_blend_no_repair,3,0.125,1.1911313197726656,0.7162932021818991,0.05
bank,13,3,exemplar_mismatch,r1_all_mutable,knn_mean_k5,3,0.0,2.577809245391009,124.04741500850695,
bank,13,3,exemplar_mismatch,r1_all_mutable,learned_alpha,3,0.35,0.2519097458170626,308.9894464136706,0.4
bank,13,3,exemplar_mismatch,r1_all_mutable,learned_router,3,0.35,1.0810050824020356,308.21170530975803,0.18620689655172412
bank,13,3,exemplar_mismatch,r1_all_mutable,learned_router_no_geometry,3,0.24827586206896557,0.6461356017910823,246.6073370816021,0.18620689655172412
bank,13,3,exemplar_mismatch,r1_all_mutable,learned_router_no_shift,3,0.35,0.8834369291020996,308.21170530975803,0.18620689655172412
bank,13,3,exemplar_mismatch,r1_all_mutable,nn_positive_train,3,0.0,1.5407894912860503,124.22511870334368,
bank,13,3,exemplar_mismatch,r1_all_mutable,projection_only,3,0.15172413793103445,0.14215680523250823,226.21036358167447,0.21120689655172414
bank,13,3,exemplar_mismatch,r1_all_mutable,rule_router,3,0.15172413793103445,0.14215680523250823,226.21036358167447,0.21120689655172414
bank,13,3,exemplar_mismatch,r1_all_mutable,safe_router,3,0.08275862068965512,0.6150444632943386,125.58308042597572,0.20775862068965512
bank,13,3,exemplar_mismatch,r1_all_mutable,utility_router,3,0.35,0.8834369291020996,308.21170530975803,0.18620689655172412
bank,13,3,exemplar_mismatch,r1_all_mutable,utility_router_guarded,3,0.125,1.3026458401871182,0.1691421670508073,0.18620689655172412
bank,13,3,exemplar_mismatch,r1_all_mutable,utility_router_no_geometry,3,0.125,2.4058889642574925,76.62477666401247,0.32499999999999996
bank,13,3,exemplar_mismatch,r1_all_mutable,utility_router_no_shift,3,0.35,0.8834369291020996,308.21170530975803,0.18620689655172412
bank,13,3,exemplar_mismatch,r2_realistic,fixed_blend,3,0.0,0.6470685009823505,0.12729713155740902,0.30000000000000004
bank,13,3,exemplar_mismatch,r2_realistic,fixed_blend_no_repair,3,0.0,0.6470685009823505,0.12729713155740902,0.30000000000000004
bank,13,3,exemplar_mismatch,r2_realistic,knn_mean_k5,3,0.0,1.9755721278019323,1.4772123107967063,
bank,13,3,exemplar_mismatch,r2_realistic,learned_alpha,3,0.0,0.5822366983199614,0.024122431281916688,0.09999999999999998
bank,13,3,exemplar_mismatch,r2_realistic,learned_router,3,0.0,0.5694117346030683,0.0,0.025000000000000022
bank,13,3,exemplar_mismatch,r2_realistic,learned_router_no_geometry,3,0.17499999999999993,0.6072708885093379,174.93270323108652,0.06206896551724128
bank,13,3,exemplar_mismatch,r2_realistic,learned_router_no_shift,3,0.0,0.5694117346030683,0.0,0.025000000000000022
bank,13,3,exemplar_mismatch,r2_realistic,nn_positive_train,3,0.0,1.3912737627309326,0.9271699133040192,
bank,13,3,exemplar_mismatch,r2_realistic,projection_only,3,0.30000000000000004,0.5921568052325084,299.95651145000306,0.275
bank,13,3,exemplar_mismatch,r2_realistic,rule_router,3,0.30000000000000004,0.5921568052325084,299.95651145000306,0.275
bank,13,3,exemplar_mismatch,r2_realistic,safe_router,3,0.0,0.5694117346030683,0.0,0.025000000000000022
bank,13,3,exemplar_mismatch,r2_realistic,utility_router,3,0.0,0.5694117346030683,0.0,0.025000000000000022
bank,13,3,exemplar_mismatch,r2_realistic,utility_router_guarded,3,0.0,0.5694117346030683,0.0,0.025000000000000022
bank,13,3,exemplar_mismatch,r2_realistic,utility_router_no_geometry,3,0.17499999999999993,0.6579083682829301,174.85554795189972,0.17500000000000004
bank,13,3,exemplar_mismatch,r2_realistic,utility_router_no_shift,3,0.0,0.5694117346030683,0.0,0.025000000000000022
bank,13,3,in_domain,r1_all_mutable,fixed_blend,3,0.10344827586206895,0.27865924504464434,0.8608779489965537,0.034482758620689655
bank,13,3,in_domain,r1_all_mutable,fixed_blend_no_repair,3,0.10344827586206895,0.27865924504464434,0.8608779489965537,0.034482758620689655
bank,13,3,in_domain,r1_all_mutable,knn_mean_k5,3,0.0,0.6168822874718511,103.26063997573915,
bank,13,3,in_domain,r1_all_mutable,learned_alpha,3,0.35,0.299823936849557,298.92617945919716,0.475
bank,13,3,in_domain,r1_all_mutable,learned_router,3,0.35,1.0965035327969543,297.7380397318787,0.175
bank,13,3,in_domain,r1_all_mutable,learned_router_no_geometry,3,0.21379310344827596,0.31831204506488675,124.23636628496479,0.25
bank,13,3,in_domain,r1_all_mutable,learned_router_no_shift,3,0.35,1.0965035327969543,297.7380397318787,0.175
bank,13,3,in_domain,r1_all_mutable,nn_positive_train,3,0.0,0.3528124459677686,104.06384475731363,
bank,13,3,in_domain,r1_all_mutable,projection_only,3,0.15172413793103445,0.14215680523250823,48.809370450985,0.125
bank,13,3,in_domain,r1_all_mutable,rule_router,3,0.15172413793103445,0.14215680523250823,48.809370450985,0.125
bank,13,3,in_domain,r1_all_mutable,safe_router,3,0.17931034482758623,0.5151009433321231,103.04287074420783,0.07499999999999996
bank,13,3,in_domain,r1_all_mutable,utility_router,3,0.35,1.0965035327969543,297.7380397318787,0.175
bank,13,3,in_domain,r1_all_mutable,utility_router_guarded,3,0.10344827586206895,0.9221985746397667,0.787735519734786,0.175
bank,13,3,in_domain,r1_all_mutable,utility_router_no_geometry,3,0.125,2.333323523571567,101.13002337679288,0.375
bank,13,3,in_domain,r1_all_mutable,utility_router_no_shift,3,0.35,1.0965035327969543,297.7380397318787,0.175
bank,13,3,in_domain,r2_realistic,fixed_blend,3,0.0,0.60749773724904,0.14186483788566556,0.30000000000000004
bank,13,3,in_domain,r2_realistic,fixed_blend_no_repair,3,0.0,0.60749773724904,0.14186483788566556,0.30000000000000004
bank,13,3,in_domain,r2_realistic,knn_mean_k5,3,0.0,2.001601721832217,1.7028333914876503,
bank,13,3,in_domain,r2_realistic,learned_alpha,3,0.0,0.5271588499068967,0.0,0.0
bank,13,3,in_domain,r2_realistic,learned_router,3,0.0,0.5271588499068967,0.0,0.0
bank,13,3,in_domain,r2_realistic,learned_router_no_geometry,3,0.17499999999999993,0.5650838502256712,174.93263822225757,0.13103448275862062
bank,13,3,in_domain,r2_realistic,learned_router_no_shift,3,0.0,0.5271588499068967,0.0,0.0
bank,13,3,in_domain,r2_realistic,nn_positive_train,3,0.0,1.345566125397827,0.8761828694325224,
bank,13,3,in_domain,r2_realistic,projection_only,3,0.30000000000000004,0.5921568052325084,299.91173096764544,0.30000000000000004
bank,13,3,in_domain,r2_realistic,rule_router,3,0.30000000000000004,0.5921568052325084,299.91173096764544,0.30000000000000004
bank,13,3,in_domain,r2_realistic,safe_router,3,0.0,0.5271588499068967,0.0,0.0
bank,13,3,in_domain,r2_realistic,utility_router,3,0.0,0.5271588499068967,0.0,0.0
bank,13,3,in_domain,r2_realistic,utility_router_guarded,3,0.0,0.5271588499068967,0.0,0.0
bank,13,3,in_domain,r2_realistic,utility_router_no_geometry,3,0.19999999999999996,0.6076655072174444,199.85957577057172,0.125
bank,13,3,in_domain,r2_realistic,utility_router_no_shift,3,0.0,0.5271588499068967,0.0,0.0
bank,19,3,covariate_shift,r1_all_mutable,fixed_blend,3,0.0,0.7930682151094999,2.489288719795285,0.2941176470588235
bank,19,3,covariate_shift,r1_all_mutable,fixed_blend_no_repair,3,0.0,0.7930682151094999,2.489288719795285,0.2941176470588235
bank,19,3,covariate_shift,r1_all_mutable,knn_mean_k5,3,0.0,1.5548111485867349,3.1185309448135694,
