dataset,seed,depth,setting,constraint,method,n_subgroups,valid_gap,cost_l1_gap,regret_gap,route_accuracy_gap
adult,13,3,covariate_shift,r2_realistic,utility_router_no_geometry,2,0.030303030303030276,0.18181818181818166,30.152394329609407,0.030303030303030276
adult,13,3,covariate_shift,r2_realistic,utility_router_no_shift,2,0.030303030303030276,0.18181818181818166,30.152394329609407,0.030303030303030276
adult,13,3,exemplar_mismatch,r1_all_mutable,fixed_blend,2,0.0,0.014956780403227121,0.1438123335400121,0.09090909090909091
adult,13,3,exemplar_mismatch,r1_all_mutable,fixed_blend_no_repair,2,0.09090909090909094,0.365166253135464,91.46987390650638,0.09090909090909091
adult,13,3,exemplar_mismatch,r1_all_mutable,knn_mean_k5,2,0.0,0.5882607253114678,0.8496097769663136,
adult,13,3,exemplar_mismatch,r1_all_mutable,learned_alpha,2,0.0,0.0660756127634623,0.1829565753737399,0.18181818181818177
adult,13,3,exemplar_mismatch,r1_all_mutable,learned_router,2,0.0,0.266468682839637,0.13139192056281157,0.06060606060606061
adult,13,3,exemplar_mismatch,r1_all_mutable,learned_router_no_geometry,2,0.0,0.266468682839637,0.13139192056281157,0.06060606060606061
adult,13,3,exemplar_mismatch,r1_all_mutable,learned_router_no_shift,2,0.0,0.16442426682212208,0.017910330462015622,0.030303030303030304
adult,13,3,exemplar_mismatch,r1_all_mutable,nn_positive_train,2,0.0,0.47706892214007546,0.6821884435029846,
adult,13,3,exemplar_mismatch,r1_all_mutable,projection_only,2,0.21212121212121213,0.02945824612162229,211.9772285094947,0.12121212121212122
adult,13,3,exemplar_mismatch,r1_all_mutable,rule_router,2,0.21212121212121213,0.02945824612162229,211.9772285094947,0.12121212121212122
adult,13,3,exemplar_mismatch,r1_all_mutable,safe_router,2,0.15151515151515152,0.0,0.19877823911463655,0.09090909090909091
adult,13,3,exemplar_mismatch,r1_all_mutable,utility_router,2,0.0,0.014956780403227121,0.1438123335400121,0.0
adult,13,3,exemplar_mismatch,r1_all_mutable,utility_router_guarded,2,0.0,0.014956780403227121,0.1438123335400121,0.0
adult,13,3,exemplar_mismatch,r1_all_mutable,utility_router_no_geometry,2,0.0,0.014956780403227121,0.1438123335400121,0.0
adult,13,3,exemplar_mismatch,r1_all_mutable,utility_router_no_shift,2,0.0,0.014956780403227121,0.1438123335400121,0.030303030303030304
adult,13,3,exemplar_mismatch,r2_realistic,fixed_blend,2,0.030303030303030276,0.18181818181818166,0.0,0.09717868338557994
adult,13,3,exemplar_mismatch,r2_realistic,fixed_blend_no_repair,2,0.030303030303030276,0.18181818181818166,0.0,0.09717868338557994
adult,13,3,exemplar_mismatch,r2_realistic,knn_mean_k5,2,0.0,0.4264642274474113,29.999334611710754,
adult,13,3,exemplar_mismatch,r2_realistic,learned_alpha,2,0.030303030303030276,0.19517173530971954,0.006628275830885752,0.19331243469174506
adult,13,3,exemplar_mismatch,r2_realistic,learned_router,2,0.030303030303030276,0.18181818181818166,0.0,0.09717868338557994
adult,13,3,exemplar_mismatch,r2_realistic,learned_router_no_geometry,2,0.030303030303030276,0.18181818181818166,0.0,0.09717868338557994
adult,13,3,exemplar_mismatch,r2_realistic,learned_router_no_shift,2,0.030303030303030276,0.18181818181818166,0.0,0.09717868338557994
adult,13,3,exemplar_mismatch,r2_realistic,nn_positive_train,2,0.18181818181818177,0.09622836811432389,151.23876527701793,
adult,13,3,exemplar_mismatch,r2_realistic,projection_only,2,0.030303030303030276,0.18181818181818166,0.0,0.09717868338557994
adult,13,3,exemplar_mismatch,r2_realistic,rule_router,2,0.030303030303030276,0.18181818181818166,0.0,0.09717868338557994
adult,13,3,exemplar_mismatch,r2_realistic,safe_router,2,0.12121212121212122,0.0,30.414903567151637,0.06687565308254961
adult,13,3,exemplar_mismatch,r2_realistic,utility_router,2,0.030303030303030276,0.18181818181818166,0.0,0.09717868338557994
adult,13,3,exemplar_mismatch,r2_realistic,utility_router_guarded,2,0.030303030303030276,0.18181818181818166,0.0,0.09717868338557994
adult,13,3,exemplar_mismatch,r2_realistic,utility_router_no_geometry,2,0.030303030303030276,0.18181818181818166,0.0,0.09717868338557994
adult,13,3,exemplar_mismatch,r2_realistic,utility_router_no_shift,2,0.030303030303030276,0.18181818181818166,0.0,0.09717868338557994
adult,13,3,in_domain,r1_all_mutable,fixed_blend,2,0.0,0.6843191599790108,0.603773027640051,0.06060606060606061
adult,13,3,in_domain,r1_all_mutable,fixed_blend_no_repair,2,0.06060606060606055,0.6252123400557119,60.064138372575414,0.06060606060606061
adult,13,3,in_domain,r1_all_mutable,knn_mean_k5,2,0.0,1.2053853716867504,1.2852873534028717,
adult,13,3,in_domain,r1_all_mutable,learned_alpha,2,0.0,0.057896514536795785,0.05444511940045173,0.18181818181818177
adult,13,3,in_domain,r1_all_mutable,learned_router,2,0.0,0.763117655810043,0.68911636024324,0.09090909090909091
adult,13,3,in_domain,r1_all_mutable,learned_router_no_geometry,2,0.0,0.8574837319856412,0.787480637538498,0.09090909090909091
adult,13,3,in_domain,r1_all_mutable,learned_router_no_shift,2,0.0,0.8102889728118088,0.7355693459778809,0.06060606060606061
adult,13,3,in_domain,r1_all_mutable,nn_positive_train,2,0.0,0.8434358687814907,0.7778850482013011,
adult,13,3,in_domain,r1_all_mutable,projection_only,2,0.21212121212121213,0.02945824612162229,211.91322886688772,0.12121212121212122
adult,13,3,in_domain,r1_all_mutable,rule_router,2,0.21212121212121213,0.02945824612162229,211.91322886688772,0.12121212121212122
adult,13,3,in_domain,r1_all_mutable,safe_router,2,0.15151515151515152,0.0,0.1347785965076712,0.09090909090909091
adult,13,3,in_domain,r1_all_mutable,utility_router,2,0.0,0.6843191599790108,0.603773027640051,0.0
adult,13,3,in_domain,r1_all_mutable,utility_router_guarded,2,0.0,0.6843191599790108,0.603773027640051,0.0
adult,13,3,in_domain,r1_all_mutable,utility_router_no_geometry,2,0.0,0.7159228966362114,0.6372050686826229,0.06060606060606061
adult,13,3,in_domain,r1_all_mutable,utility_router_no_shift,2,0.0,0.7085583351703582,0.6300441704755411,0.06060606060606061
adult,13,3,in_domain,r2_realistic,fixed_blend,2,0.030303030303030276,0.18181818181818166,0.0,0.09195402298850575
adult,13,3,in_domain,r2_realistic,fixed_blend_no_repair,2,0.030303030303030276,0.18181818181818166,0.0,0.09195402298850575
adult,13,3,in_domain,r2_realistic,knn_mean_k5,2,0.0,0.7563822227013235,31.36153616169424,
adult,13,3,in_domain,r2_realistic,learned_alpha,2,0.030303030303030276,0.1933037022041102,0.013353088620827097,0.07210031347962387
adult,13,3,in_domain,r2_realistic,learned_router,2,0.030303030303030276,0.18181818181818166,0.0,0.09195402298850575
adult,13,3,in_domain,r2_realistic,learned_router_no_geometry,2,0.030303030303030276,0.18181818181818166,0.0,0.09195402298850575
adult,13,3,in_domain,r2_realistic,learned_router_no_shift,2,0.030303030303030276,0.18181818181818166,0.0,0.09195402298850575
adult,13,3,in_domain,r2_realistic,nn_positive_train,2,0.21212121212121215,0.8808827082648891,180.66552997224466,
adult,13,3,in_domain,r2_realistic,projection_only,2,0.030303030303030276,0.18181818181818166,0.0,0.09195402298850575
adult,13,3,in_domain,r2_realistic,rule_router,2,0.030303030303030276,0.18181818181818166,0.0,0.09195402298850575
adult,13,3,in_domain,r2_realistic,safe_router,2,0.12121212121212122,0.0,30.414903567151637,0.06165099268547536
adult,13,3,in_domain,r2_realistic,utility_router,2,0.030303030303030276,0.18181818181818166,0.0,0.09195402298850575
adult,13,3,in_domain,r2_realistic,utility_router_guarded,2,0.030303030303030276,0.18181818181818166,0.0,0.09195402298850575
adult,13,3,in_domain,r2_realistic,utility_router_no_geometry,2,0.030303030303030276,0.18181818181818166,0.0,0.09195402298850575
adult,13,3,in_domain,r2_realistic,utility_router_no_shift,2,0.030303030303030276,0.18181818181818166,0.0,0.09195402298850575
adult,19,3,covariate_shift,r1_all_mutable,fixed_blend,2,0.0,0.96839855738759,0.5074325980201646,0.001949317738791423
adult,19,3,covariate_shift,r1_all_mutable,fixed_blend_no_repair,2,0.0,0.96839855738759,0.5074325980201646,0.001949317738791423
adult,19,3,covariate_shift,r1_all_mutable,knn_mean_k5,2,0.0,1.19653706521213,0.8179526068230372,
adult,19,3,covariate_shift,r1_all_mutable,learned_alpha,2,0.0019493177387913674,0.20965412863080635,2.2021848382432267,0.07602339181286544
adult,19,3,covariate_shift,r1_all_mutable,learned_router,2,0.07407407407407407,1.709322394215163,72.78543604202238,0.07602339181286549
adult,19,3,covariate_shift,r1_all_mutable,learned_router_no_geometry,2,0.3235867446393762,2.1287966429710283,321.8446173620791,0.14619883040935672
adult,19,3,covariate_shift,r1_all_mutable,learned_router_no_shift,2,0.07407407407407407,1.709322394215163,72.78543604202238,0.07602339181286549
adult,19,3,covariate_shift,r1_all_mutable,nn_positive_train,2,0.0,1.3052187098549748,0.8467728472309468,
adult,19,3,covariate_shift,r1_all_mutable,projection_only,2,0.1111111111111111,0.026737091912528266,110.59120864893839,0.07407407407407407
adult,19,3,covariate_shift,r1_all_mutable,rule_router,2,0.1111111111111111,0.026737091912528266,110.59120864893839,0.07407407407407407
adult,19,3,covariate_shift,r1_all_mutable,safe_router,2,0.36062378167641324,0.995628868955126,0.13461995856586428,0.07602339181286549
adult,19,3,covariate_shift,r1_all_mutable,utility_router,2,0.0,0.96839855738759,0.5074325980201646,0.001949317738791423
adult,19,3,covariate_shift,r1_all_mutable,utility_router_guarded,2,0.0,0.96839855738759,0.5074325980201646,0.001949317738791423
adult,19,3,covariate_shift,r1_all_mutable,utility_router_no_geometry,2,0.0,0.96839855738759,0.5074325980201646,0.001949317738791423
adult,19,3,covariate_shift,r1_all_mutable,utility_router_no_shift,2,0.0,0.96839855738759,0.5074325980201646,0.001949317738791423
adult,19,3,covariate_shift,r2_realistic,fixed_blend,2,0.0,1.0787923779788757,0.31143451225967533,0.031189083820662766
adult,19,3,covariate_shift,r2_realistic,fixed_blend_no_repair,2,0.0,1.0787923779788757,0.31143451225967533,0.031189083820662766
adult,19,3,covariate_shift,r2_realistic,knn_mean_k5,2,0.0,0.5534662033748248,0.22255483250638797,
adult,19,3,covariate_shift,r2_realistic,learned_alpha,2,0.2085769980506823,0.24249753520949713,208.00188528233775,0.11306042884990253
adult,19,3,covariate_shift,r2_realistic,learned_router,2,0.09551656920077967,1.154715744930479,95.13238212313917,0.10916179337231968
adult,19,3,covariate_shift,r2_realistic,learned_router_no_geometry,2,0.03313840155945419,0.278126058370628,32.590243519031105,0.003898635477582846
adult,19,3,covariate_shift,r2_realistic,learned_router_no_shift,2,0.031189083820662766,0.5405036951440731,30.93173184731627,0.10916179337231968
adult,19,3,covariate_shift,r2_realistic,nn_positive_train,2,0.0,1.0091965198195165,0.2381847114524165,
adult,19,3,covariate_shift,r2_realistic,projection_only,2,0.03313840155945419,0.278126058370628,32.590243519031105,0.003898635477582846
adult,19,3,covariate_shift,r2_realistic,rule_router,2,0.03313840155945419,0.278126058370628,32.590243519031105,0.003898635477582846
adult,19,3,covariate_shift,r2_realistic,safe_router,2,0.14035087719298245,0.006315229042720638,0.5709885433549653,0.07212475633528265
adult,19,3,covariate_shift,r2_realistic,utility_router,2,0.0,0.683819378639738,0.10442451800284225,0.10916179337231968
adult,19,3,covariate_shift,r2_realistic,utility_router_guarded,2,0.0,0.683819378639738,0.10442451800284225,0.10916179337231968
adult,19,3,covariate_shift,r2_realistic,utility_router_no_geometry,2,0.0,1.1110873408838335,0.3424489874291705,0.009746588693957114
adult,19,3,covariate_shift,r2_realistic,utility_router_no_shift,2,0.0,0.683819378639738,0.10442451800284225,0.10916179337231968
adult,19,3,exemplar_mismatch,r1_all_mutable,fixed_blend,2,0.010582010582010581,0.5987750722221348,0.9016843492495603,0.010582010582010581
adult,19,3,exemplar_mismatch,r1_all_mutable,fixed_blend_no_repair,2,0.010582010582010581,0.5987750722221348,0.9016843492495603,0.010582010582010581
adult,19,3,exemplar_mismatch,r1_all_mutable,knn_mean_k5,2,0.0,0.9908113066580206,11.954250174182093,
adult,19,3,exemplar_mismatch,r1_all_mutable,learned_alpha,2,0.13756613756613756,0.004512147609355921,126.72894686849547,0.13756613756613756
adult,19,3,exemplar_mismatch,r1_all_mutable,learned_router,2,0.005291005291005235,0.5326845230309756,16.696596504976156,0.0
adult,19,3,exemplar_mismatch,r1_all_mutable,learned_router_no_geometry,2,0.19047619047619047,0.37599765206261626,200.91689742267295,0.047619047619047616
adult,19,3,exemplar_mismatch,r1_all_mutable,learned_router_no_shift,2,0.005291005291005235,0.5326845230309756,16.696596504976156,0.0
adult,19,3,exemplar_mismatch,r1_all_mutable,nn_positive_train,2,0.0,0.7967110903506409,11.696820406056656,
