query_id,dataset,guarded_utility,cascade_utility,delta_utility,outcome
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=22,bank,2.51508945975451,2.51508945975451,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=25,bank,2.5268243462469533,2.5268243462469533,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=26,bank,2.647636417880644,2.647636417880644,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=27,bank,1005.5391535326568,1.0365562773115682,-1004.5025972553452,better
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=28,bank,3.89009612480174,3.89009612480174,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=29,bank,2.501686338510824,2.501686338510824,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=31,bank,2.445049441645434,2.445049441645434,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=33,bank,7.097203480125681,7.097203480125681,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=34,bank,10.90097052750802,10.90097052750802,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=35,bank,2.6282423115100806,2.6282423115100806,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=37,bank,7.00594023726486,7.00594023726486,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=0,bank,5.738557841710887,5.738557841710887,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=4,bank,2.416418964455625,2.416418964455625,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=6,bank,3.491756700010145,3.491756700010145,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=7,bank,1004.0556851404742,0.5292943683791742,-1003.526390772095,better
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=8,bank,5.513207376061872,5.513207376061872,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=9,bank,5.386057331684972,5.386057331684972,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=13,bank,1007.2903413434842,3.156888075846877,-1004.1334532676374,better
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=15,bank,5.592615160422612,5.592615160422612,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=19,bank,5.902749401957014,5.902749401957014,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=20,bank,1006.046539967206,0.6316965523898381,-1005.4148434148161,better
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=22,bank,7.372972101225017,7.372972101225017,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=25,bank,5.681226567456626,5.681226567456626,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=26,bank,2.647939386138075,2.647939386138075,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=28,bank,8.019193398054309,8.019193398054309,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=29,bank,5.088462898200127,5.088462898200127,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=31,bank,2.416754226328509,2.416754226328509,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=33,bank,3.905677603473579,3.905677603473579,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=35,bank,2.5933649397065013,2.5933649397065013,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=subgroup_shift|row=0,bank,5.400789107640836,5.400789107640836,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=subgroup_shift|row=2,bank,5.902749401957014,5.902749401957014,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=subgroup_shift|row=3,bank,7.626283195425668,7.626283195425668,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=subgroup_shift|row=4,bank,5.681226567456626,5.681226567456626,0.0,tie
bank|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=subgroup_shift|row=8,bank,2.5933649397065013,2.5933649397065013,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=1,bank,0.8253164204694028,0.8253164204694028,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=2,bank,0.7091597484197685,0.7091597484197685,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=3,bank,0.8713936133104098,0.8713936133104098,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=4,bank,0.756692252906922,0.756692252906922,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=6,bank,0.7810257061436127,0.7810257061436127,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=10,bank,0.7991610387877026,0.7991610387877026,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=11,bank,0.799657253179676,0.799657253179676,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=15,bank,0.8384256504149047,0.8384256504149047,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=16,bank,0.856962095870056,0.856962095870056,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=18,bank,0.7726173664286664,0.7726173664286664,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=22,bank,0.8147416265833984,0.8147416265833984,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=24,bank,0.7570899972051883,0.7570899972051883,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=28,bank,0.7853708755136161,0.7853708755136161,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=29,bank,0.7775693033565217,0.7775693033565217,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=30,bank,0.857324086591158,0.857324086591158,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=32,bank,0.8092013252959821,0.8092013252959821,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=33,bank,0.8074329344227367,0.8074329344227367,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=34,bank,0.882659724067235,0.882659724067235,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=1,bank,1.0351115999328615,1.0351115999328615,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=2,bank,0.8875839281522713,0.8875839281522713,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=3,bank,1.1386818445178155,1.1386818445178155,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=4,bank,0.996476594978664,0.996476594978664,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=6,bank,1.03453826966317,1.03453826966317,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=10,bank,1.0013060809579366,1.0013060809579366,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=11,bank,1.0016478615743984,1.0016478615743984,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=15,bank,1.0643726401706393,1.0643726401706393,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=16,bank,1.0843331005317072,1.0843331005317072,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=18,bank,1.0230264734679249,1.0230264734679249,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=22,bank,1.038932738519843,1.038932738519843,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=24,bank,0.9543988535646136,0.9543988535646136,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=28,bank,0.9940086340678432,0.9940086340678432,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=29,bank,1.0189158963325045,1.0189158963325045,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=30,bank,1.1139960578592245,1.1139960578592245,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=32,bank,1.0326783170508742,1.0326783170508742,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=33,bank,1.044053319022526,1.044053319022526,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=34,bank,1.124422166265615,1.124422166265615,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=1,bank,0.8253164204694028,0.8253164204694028,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=2,bank,0.7091597484197685,0.7091597484197685,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=3,bank,0.8713936133104098,0.8713936133104098,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=4,bank,0.756692252906922,0.756692252906922,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=6,bank,0.7810257061436127,0.7810257061436127,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=10,bank,0.7991610387877026,0.7991610387877026,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=11,bank,0.799657253179676,0.799657253179676,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=15,bank,0.8384256504149047,0.8384256504149047,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=16,bank,0.856962095870056,0.856962095870056,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=18,bank,0.7726173664286664,0.7726173664286664,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=22,bank,0.8147416265833984,0.8147416265833984,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=24,bank,0.7570899972051883,0.7570899972051883,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=28,bank,0.7853708755136161,0.7853708755136161,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=29,bank,0.7775693033565217,0.7775693033565217,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=30,bank,0.857324086591158,0.857324086591158,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=32,bank,0.8092013252959821,0.8092013252959821,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=33,bank,0.8074329344227367,0.8074329344227367,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=34,bank,0.882659724067235,0.882659724067235,0.0,tie
bank|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=subgroup_shift|row=3,bank,0.882659724067235,0.882659724067235,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=0,compas,0.4638204151438553,0.4638204151438553,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=4,compas,0.8974223445131138,0.8974223445131138,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,compas,0.2202346347522124,0.2202346347522124,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=8,compas,0.2017041900632575,0.2017041900632575,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=9,compas,0.4912586243483731,0.4912586243483731,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,compas,0.6276187975241587,0.6276187975241587,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=11,compas,0.3250351213261332,0.3250351213261332,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=12,compas,0.7307287856532739,0.7307287856532739,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,compas,2.3265932682865973,2.3265932682865973,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=18,compas,1.9685900705517223,1.9685900705517223,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=19,compas,0.2166596707720927,0.2166596707720927,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=25,compas,1.125908910331619,1.125908910331619,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=27,compas,4.481333071629227,4.481333071629227,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=32,compas,1.831583669308252,1.831583669308252,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=33,compas,0.76712687926879,0.76712687926879,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=34,compas,3.233153188384682,3.233153188384682,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=0,compas,0.363793014196854,0.363793014196854,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=4,compas,0.6884131147932149,0.6884131147932149,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=12,compas,0.5883801941499768,0.5883801941499768,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=17,compas,2.170294559783865,2.170294559783865,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=18,compas,1.8454022321913208,1.8454022321913208,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=25,compas,0.9653063329649056,0.9653063329649056,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=27,compas,4.332580232313265,4.332580232313265,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=32,compas,1.6764026486055146,1.6764026486055146,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=33,compas,0.6364265781853528,0.6364265781853528,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=covariate_shift|row=34,compas,3.095726522637675,3.095726522637675,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=0,compas,0.4638204151438553,0.4638204151438553,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=4,compas,0.8974223445131138,0.8974223445131138,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=7,compas,0.2202346347522124,0.2202346347522124,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=8,compas,0.2017041900632575,0.2017041900632575,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=9,compas,0.4912586243483731,0.4912586243483731,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=10,compas,0.6276187975241587,0.6276187975241587,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=11,compas,0.3250351213261332,0.3250351213261332,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=12,compas,0.7307287856532739,0.7307287856532739,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=17,compas,2.3265932682865973,2.3265932682865973,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=18,compas,1.9685900705517223,1.9685900705517223,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=19,compas,0.2166596707720927,0.2166596707720927,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=25,compas,1.125908910331619,1.125908910331619,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=27,compas,4.481333071629227,4.481333071629227,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=32,compas,1.831583669308252,1.831583669308252,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=33,compas,0.76712687926879,0.76712687926879,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=34,compas,3.233153188384682,3.233153188384682,0.0,tie
compas|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=subgroup_shift|row=0,compas,0.4912586243483731,0.4912586243483731,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=2,compas,0.4106304378197406,0.4106304378197406,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=4,compas,0.1987879053015768,0.1987879053015768,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=5,compas,1.6685701587645938,1.6685701587645938,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=9,compas,1.6685701587645938,1.6685701587645938,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=15,compas,0.4505467794396064,0.4505467794396064,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=19,compas,0.5335366921367389,0.5335366921367389,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=21,compas,0.2523836662543882,0.2523836662543882,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=25,compas,0.8293999404965818,0.8293999404965818,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=29,compas,0.9786515576860892,0.9786515576860892,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=37,compas,0.2280460140279394,0.2280460140279394,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=38,compas,1.3097745605488438,1.3097745605488438,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=in_domain|row=39,compas,2.187460023680172,2.187460023680172,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=5,compas,1.5657576501929191,1.5657576501929191,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=9,compas,1.5657576501929191,1.5657576501929191,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=15,compas,0.3566484318311343,0.3566484318311343,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=19,compas,0.4082557626918808,0.4082557626918808,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=25,compas,0.6838263111924732,0.6838263111924732,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=29,compas,0.74410751727636,0.74410751727636,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=38,compas,1.0994801313628364,1.0994801313628364,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=covariate_shift|row=39,compas,1.938318084546264,1.938318084546264,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=2,compas,0.4106304378197406,0.4106304378197406,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=4,compas,0.1987879053015768,0.1987879053015768,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=5,compas,1.6685701587645938,1.6685701587645938,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=9,compas,1.6685701587645938,1.6685701587645938,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=15,compas,0.4505467794396064,0.4505467794396064,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=19,compas,0.5335366921367389,0.5335366921367389,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=21,compas,0.2523836662543882,0.2523836662543882,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=25,compas,0.8293999404965818,0.8293999404965818,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=29,compas,0.9786515576860892,0.9786515576860892,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=37,compas,0.2280460140279394,0.2280460140279394,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=38,compas,1.3097745605488438,1.3097745605488438,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=exemplar_mismatch|row=39,compas,2.187460023680172,2.187460023680172,0.0,tie
compas|model=tree|seed=13|depth=3|constraint=r2_realistic|setting=subgroup_shift|row=0,compas,0.4106304378197406,0.4106304378197406,0.0,tie
