dataset,seed,depth,setting,constraint,method,valid,abstained,cost_l1,cost_l2,sparsity,plausibility,utility,regret,route_accuracy,runtime_sec,chosen_alpha,projection_route
bank,7,4,exemplar_mismatch,r2_realistic,knn_mean_k5,1.0,0.0,6.7307173617423,2.572173705359097,8.258064516129032,2.0248540389686758,7.447348693394053,6.393995138821374,,1.0499986068856332e-06,0.0,0.0
bank,7,4,exemplar_mismatch,r2_realistic,learned_alpha,1.0,0.0,0.6299774013404241,0.6299774013404241,1.0,2.4891743548816976,1.0533535545726789,0.0,0.6290322580645161,7.956448356590925e-06,1.0,1.0
bank,7,4,exemplar_mismatch,r2_realistic,learned_router,1.0,0.0,0.6299774013404241,0.6299774013404241,1.0,2.4891743548816976,1.0533535545726789,0.0,0.6290322580645161,7.956448356590925e-06,1.0,1.0
bank,7,4,exemplar_mismatch,r2_realistic,learned_router_no_geometry,1.0,0.0,0.6299774013404241,0.6299774013404241,1.0,2.4891743548816976,1.0533535545726789,0.0,0.6290322580645161,7.956448356590925e-06,1.0,1.0
bank,7,4,exemplar_mismatch,r2_realistic,learned_router_no_shift,1.0,0.0,0.6299774013404241,0.6299774013404241,1.0,2.4891743548816976,1.0533535545726789,0.0,0.6290322580645161,7.956448356590925e-06,1.0,1.0
bank,7,4,exemplar_mismatch,r2_realistic,nn_positive_train,0.7419354838709677,0.0,6.040322709876621,2.44587587271107,6.774193548387097,2.191389719260106,264.7722569742172,263.71890341964456,,9.419332679000593e-07,0.0,0.0
bank,7,4,exemplar_mismatch,r2_realistic,projection_only,1.0,0.0,0.6299774013404241,0.6299774013404241,1.0,2.4891743548816976,1.0533535545726789,0.0,0.6290322580645161,7.956448356590925e-06,1.0,1.0
bank,7,4,exemplar_mismatch,r2_realistic,rule_router,1.0,0.0,0.6299774013404241,0.6299774013404241,1.0,2.4891743548816976,1.0533535545726789,0.0,0.6290322580645161,7.956448356590925e-06,1.0,1.0
bank,7,4,exemplar_mismatch,r2_realistic,safe_router,0.9838709677419355,0.016129032258064516,0.6290082816977879,0.6290082816977879,1.0,2.380242963726149,1.0468183237752546,-0.006535230797424219,0.6290322580645161,0.00014838386860285555,1.0,1.0
bank,7,4,exemplar_mismatch,r2_realistic,utility_router,1.0,0.0,0.6299774013404241,0.6299774013404241,1.0,2.4891743548816976,1.0533535545726789,0.0,0.6290322580645161,7.956448356590925e-06,1.0,1.0
bank,7,4,exemplar_mismatch,r2_realistic,utility_router_no_geometry,1.0,0.0,0.6299774013404241,0.6299774013404241,1.0,2.4891743548816976,1.0533535545726789,0.0,0.6290322580645161,7.956448356590925e-06,1.0,1.0
bank,7,4,exemplar_mismatch,r2_realistic,utility_router_no_shift,1.0,0.0,0.6299774013404241,0.6299774013404241,1.0,2.4891743548816976,1.0533535545726789,0.0,0.6290322580645161,7.956448356590925e-06,1.0,1.0
