dataset,seed,depth,setting,constraint,method,n_subgroups,valid_gap,cost_l1_gap,regret_gap,route_accuracy_gap
adult,7,2,in_domain,r2_realistic,learned_router_no_shift,2,0.0,0.8891970631266735,1.082604672977227,0.26573426573426573
adult,7,2,in_domain,r2_realistic,nn_positive_train,2,0.0,0.17694547690518458,0.0385988186058106,
adult,7,2,in_domain,r2_realistic,projection_only,2,0.2167832167832168,0.4794315190601587,216.5094339764346,0.2167832167832168
adult,7,2,in_domain,r2_realistic,rule_router,2,0.2167832167832168,0.4794315190601587,216.5094339764346,0.2167832167832168
adult,7,2,in_domain,r2_realistic,safe_router,2,0.13286713286713292,0.4101954479928325,0.6904009772326511,0.2517482517482518
adult,7,2,in_domain,r2_realistic,utility_router,2,0.0,0.8891970631266735,1.082604672977227,0.26573426573426573
adult,7,2,in_domain,r2_realistic,utility_router_no_geometry,2,0.0,0.199676880005498,0.0598047806796167,0.04895104895104896
adult,7,2,in_domain,r2_realistic,utility_router_no_shift,2,0.0,0.8891970631266735,1.082604672977227,0.26573426573426573
adult,7,3,covariate_shift,r1_all_mutable,fixed_blend,2,0.22435897435897434,0.8680178102319935,1.0728483433116827,0.019230769230769218
adult,7,3,covariate_shift,r1_all_mutable,fixed_blend_no_repair,2,0.22435897435897434,0.8680178102319935,1.0728483433116827,0.019230769230769218
adult,7,3,covariate_shift,r1_all_mutable,knn_mean_k5,2,0.0,1.2400933433121502,222.8709908259442,
adult,7,3,covariate_shift,r1_all_mutable,learned_alpha,2,0.20512820512820507,0.33278969550969295,18.720822791549097,0.1217948717948718
adult,7,3,covariate_shift,r1_all_mutable,learned_router,2,0.3782051282051282,1.2748460636015517,152.65178167370016,0.12820512820512825
adult,7,3,covariate_shift,r1_all_mutable,learned_router_no_geometry,2,0.3782051282051282,0.6176120088050747,153.34389268739366,0.12820512820512825
adult,7,3,covariate_shift,r1_all_mutable,learned_router_no_shift,2,0.29487179487179493,0.7916586087166269,69.82260790305028,0.12820512820512825
adult,7,3,covariate_shift,r1_all_mutable,nn_positive_train,2,0.0,1.1363389681813105,223.0274993029721,
adult,7,3,covariate_shift,r1_all_mutable,projection_only,2,0.08333333333333333,0.063054336384046,140.84597038342736,0.14102564102564105
adult,7,3,covariate_shift,r1_all_mutable,rule_router,2,0.08333333333333333,0.063054336384046,140.84597038342736,0.14102564102564105
adult,7,3,covariate_shift,r1_all_mutable,safe_router,2,0.08333333333333333,0.0,224.25323149711932,0.20512820512820512
adult,7,3,covariate_shift,r1_all_mutable,utility_router,2,0.22435897435897434,0.8680178102319935,1.0728483433116827,0.019230769230769218
adult,7,3,covariate_shift,r1_all_mutable,utility_router_no_geometry,2,0.22435897435897434,0.8680178102319935,1.0728483433116827,0.019230769230769218
adult,7,3,covariate_shift,r1_all_mutable,utility_router_no_shift,2,0.22435897435897434,0.8680178102319935,1.0728483433116827,0.019230769230769218
